,STN,WBAN,Date,TEMP,COUNT_1,DEWP,COUNT_2,SLP,COUNT_3,STP,COUNT_4,VISIB,COUNT_5,WDSP,COUNT_6,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,Temp_C,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Bioénergies,Ech. physiques
328,76100,99999,2014-11-25,57.4,24,55.6,24,,0,,0,3.6,24,1.5,24,5.1,,60.8,55.2,0.02G,,110000,14.11,5038.46,114.06,5173.6,19.29,24.21,545.38,152.46,-990.75
329,76100,99999,2014-11-26,54.7,24,53.3,24,,0,,0,3.4,24,1.4,24,6.0,,57.0,51.6,0.40G,,110000,12.61,5163.75,116.25,5650.4,22.71,37.06,520.12,155.35,-1338.25
330,76100,99999,2014-11-27,51.2,24,48.2,24,,0,,0,5.0,24,4.3,24,8.9,,60.8,45.1,0.60G,,100000,10.67,5341.54,113.88,5645.4,68.71,64.1,549.75,155.58,-1255.96
331,76100,99999,2014-11-28,55.3,24,46.3,24,,0,,0,6.7,18,4.5,24,17.1,,61.7,46.4,0.00G,,0,12.94,5086.02,109.29,5559.62,241.73,82.85,490.08,154.29,-1551.85
332,76100,99999,2014-11-29,54.4,24,49.4,24,,0,,0,6.6,23,2.0,24,6.0,,63.0,49.6,0.00G,,10000,12.44,4534.98,113.21,5606.38,185.56,31.73,569.65,155.83,-2126.92
333,76100,99999,2014-11-30,55.5,24,54.4,24,,0,,0,3.8,24,2.7,24,8.0,,59.0,53.6,0.70G,,10000,13.06,4407.9,118.52,5569.4,170.02,66.81,631.06,157.5,-2305.06
334,76100,99999,2014-12-01,46.2,24,44.5,24,,0,,0,4.7,24,6.0,24,11.1,,57.0,41.0,0.17G,,10000,7.89,5703.77,122.15,5646.65,125.56,25.04,800.44,152.08,-1168.25
335,76100,99999,2014-12-02,42.6,24,39.9,24,,0,,0,5.4,24,4.8,24,12.0,,46.4,40.6,0.05G,,10000,5.89,6193.92,119.35,5727.06,30.9,14.44,836.23,153.23,-687.04
336,76100,99999,2014-12-03,42.0,24,38.7,24,,0,,0,6.2,24,3.0,24,6.0,,45.0,39.0,0.02G,,10000,5.56,6372.75,117.58,5759.02,52.02,28.69,841.92,156.23,-582.33
337,76100,99999,2014-12-04,40.7,24,36.6,24,,0,,0,5.1,24,2.4,24,5.1,,50.0,32.5,0.01G,,100000,4.83,6536.65,119.79,5747.33,16.71,54.56,787.06,155.77,-344.27
338,76100,99999,2014-12-05,43.5,24,40.5,24,,0,,0,6.1,24,3.8,24,15.9,,52.7,35.6,0.00G,,10000,6.39,6438.1,115.31,5662.67,30.08,51.48,730.81,155.19,-307.38
339,76100,99999,2014-12-06,41.5,24,38.3,24,,0,,0,5.7,24,4.1,24,8.9,,45.5,38.7,0.08G,,10000,5.28,6046.17,120.73,5710.15,113.33,73.88,583.65,153.67,-709.67
340,76100,99999,2014-12-07,40.8,24,34.0,24,,0,,0,4.9,24,2.3,24,5.1,,50.2,30.2,0.00G,,110000,4.89,6130.31,115.56,5655.9,66.17,102.54,472.08,154.6,-436.65
341,76100,99999,2014-12-08,47.4,24,45.1,24,,0,,0,6.3,24,5.7,24,13.0,,52.7,41.0,0.06G,,10000,8.56,6381.23,120.27,5719.33,79.44,34.4,613.98,155.9,-341.85
342,76100,99999,2014-12-09,39.8,24,34.8,24,,0,,0,7.1,21,2.4,24,6.0,,48.2,30.2,0.65G,,0,4.33,6721.12,114.85,5723.67,83.0,120.58,684.71,154.1,-159.67
343,76100,99999,2014-12-10,42.6,24,38.5,24,,0,,0,5.2,24,5.5,24,9.9,,52.3,30.2,0.00G,,10000,5.89,6729.62,152.27,5742.46,159.08,22.48,664.77,155.0,-166.62
344,76100,99999,2014-12-11,48.9,24,47.1,24,,0,,0,5.5,24,4.9,24,8.9,,54.7,41.0,0.29G,,110000,9.39,6144.46,157.23,5384.77,130.04,43.96,577.21,151.92,-300.23
345,76100,99999,2014-12-12,44.4,24,37.7,24,,0,,0,6.3,10,3.4,24,7.0,,57.9,35.4,0.06G,,0,6.89,6112.62,126.81,5229.23,315.73,64.94,636.73,153.23,-413.81
346,76100,99999,2014-12-13,44.8,24,39.9,24,,0,,0,6.2,21,2.7,24,7.0,,54.5,35.4,0.00G,,10000,7.11,5739.17,125.96,5740.04,171.6,28.54,662.0,153.04,-1141.81
347,76100,99999,2014-12-14,44.9,24,41.2,24,,0,,0,5.2,24,2.2,24,5.1,,51.8,37.0,0.01G,,110000,7.17,5615.67,125.23,5748.02,28.19,20.17,567.38,151.08,-1024.52
348,76100,99999,2014-12-15,44.7,24,39.3,24,,0,,0,4.6,24,3.6,24,12.0,,48.2,39.0,0.06G,,110000,7.06,6241.5,127.96,5727.81,69.69,80.27,574.02,153.5,-491.94
349,76100,99999,2014-12-16,46.4,24,43.7,24,,0,,0,5.4,24,5.4,24,12.0,,53.8,38.3,0.13G,,10000,8.0,6113.96,123.15,5665.29,30.62,29.35,536.73,149.9,-421.62
350,76100,99999,2014-12-17,50.2,24,48.5,24,,0,,0,5.0,24,7.5,24,15.9,22.0,55.4,46.4,0.46G,,10000,10.11,6091.92,122.52,5738.17,219.21,17.94,703.81,154.02,-863.54
351,76100,99999,2014-12-18,51.1,24,50.5,24,,0,,0,3.7,24,6.5,24,8.9,,53.6,49.6,0.28G,,10000,10.61,5737.04,122.44,5724.77,189.31,29.77,671.08,152.29,-1152.19
352,76100,99999,2014-12-19,50.9,24,47.5,24,,0,,0,5.7,24,3.5,24,7.0,,53.6,49.5,0.02G,,0,10.5,5591.27,120.71,5710.1,199.06,24.29,681.15,151.4,-1295.06
353,76100,99999,2014-12-20,50.1,24,47.8,24,,0,,0,6.0,24,2.8,24,6.0,,54.1,47.1,0.00G,,10000,10.06,5188.25,121.48,5357.42,33.4,38.19,527.58,149.54,-1039.48
354,76100,99999,2014-12-21,44.3,24,38.9,24,,0,,0,6.3,24,2.6,24,5.1,,51.1,33.6,0.13G,,100000,6.83,5424.15,122.46,5538.06,14.52,114.31,475.75,147.46,-989.1
355,76100,99999,2014-12-22,39.9,24,36.3,24,1033.1,7,1009.9,7,3.9,24,2.2,24,5.1,,57.2,29.3,0.00G,,100000,4.39,6386.27,121.46,5549.19,24.98,129.21,481.02,152.54,-72.46
356,76100,99999,2014-12-23,39.9,24,34.7,24,,0,,0,5.9,24,2.5,24,6.0,,54.5,31.3,0.00G,,0,4.39,6689.21,123.79,5660.06,40.38,81.12,538.6,154.27,90.98
357,76100,99999,2014-12-24,41.3,24,35.9,24,1030.3,4,1007.2,4,4.8,24,2.4,24,6.0,,57.7,32.0,0.00G,,100000,5.17,6247.15,122.9,5517.25,142.17,37.81,548.81,153.38,-275.46
358,76100,99999,2014-12-25,45.1,24,40.0,24,,0,,0,6.1,24,5.1,24,13.0,,56.1,35.6,0.00G,,10000,7.28,5336.21,122.44,5167.44,46.73,49.54,440.73,154.12,-644.98
359,76100,99999,2014-12-26,48.5,24,40.7,24,,0,,0,6.4,24,4.2,24,8.9,,57.2,39.9,0.01G,,10000,9.17,5955.6,121.17,5607.1,62.23,44.4,492.92,154.25,-526.5
360,76100,99999,2014-12-27,46.0,24,,0,,0,,0,6.2,24,9.7,24,20.0,,51.8,32.0,0.10G,,10000,7.78,5638.83,119.96,5573.06,260.58,16.29,444.29,150.96,-927.06
361,76100,99999,2014-12-28,40.8,24,34.3,24,,0,,0,6.1,24,6.6,24,14.0,,47.3,33.8,1.64G,,10000,4.89,6039.98,119.08,5615.81,227.67,83.9,460.52,149.4,-617.29
362,76100,99999,2014-12-29,30.0,24,25.1,24,,0,,0,6.1,24,2.7,24,7.0,,37.8,24.3,0.00G,,0,-1.11,7253.52,119.4,5715.81,127.31,141.77,688.69,146.33,313.96
363,76100,99999,2014-12-30,30.2,24,26.5,24,,0,,0,4.4,24,1.9,24,4.1,,42.4,21.2,0.00G,,0,-1.0,7371.6,121.75,5723.98,33.75,104.35,574.85,150.52,662.38
364,76100,99999,2014-12-31,31.6,24,26.9,24,,0,,0,4.2,24,2.1,24,7.0,,46.6,22.3,0.00G,,100000,-0.22,7327.1,122.44,5743.79,60.08,138.02,515.71,146.12,601.75
365,76100,99999,2015-01-01,32.8,24,27.1,24,,0,,0,5.8,24,2.7,24,5.1,,49.6,21.7,0.00G,,0,0.44,6978.38,109.23,5625.29,61.42,142.0,483.75,156.21,400.56
366,76100,99999,2015-01-02,38.1,24,30.6,24,,0,,0,6.0,24,2.8,24,8.0,,55.4,27.5,0.00G,,0,3.39,7192.96,123.56,5677.38,140.08,88.0,459.19,155.27,549.31
367,76100,99999,2015-01-03,43.8,24,35.0,24,,0,,0,6.3,24,4.8,24,8.9,,55.9,32.0,0.00G,,0,6.56,6164.85,125.04,5699.96,232.77,44.75,332.54,160.33,-430.58
368,76100,99999,2015-01-04,50.6,24,47.7,24,,0,,0,6.1,24,4.4,24,9.9,,55.6,40.5,0.00G,,110000,10.33,5306.42,126.33,5468.46,38.44,39.27,297.54,145.54,-809.12
369,76100,99999,2015-01-05,42.7,24,40.3,24,1030.3,10,1007.4,10,2.6,24,2.3,24,7.0,,55.6,32.7,0.01G,,100000,5.94,6433.08,130.54,5663.35,21.69,85.19,446.94,127.02,-41.48
370,76100,99999,2015-01-06,46.3,24,43.0,24,,0,,0,4.9,24,2.3,24,5.1,,53.6,32.2,0.00G,,0,7.94,6785.92,128.92,5699.96,40.06,36.71,473.75,133.19,273.44
371,76100,99999,2015-01-07,44.7,24,38.5,24,,0,,0,5.6,24,2.6,24,5.1,,57.2,35.6,0.00G,,100000,7.06,6441.83,134.6,5701.4,52.81,93.04,511.67,130.48,-182.25
372,76100,99999,2015-01-08,45.5,24,37.8,24,,0,,0,6.5,24,4.2,24,9.9,,61.3,33.8,0.00G,,0,7.5,6516.77,135.65,5658.19,190.52,62.73,400.29,134.83,-65.31
373,76100,99999,2015-01-09,50.7,24,44.4,24,,0,,0,6.1,24,4.0,24,9.9,,65.1,40.1,0.00G,,0,10.39,6004.1,134.98,5594.52,274.27,61.23,371.23,167.46,-599.67
374,76100,99999,2015-01-10,46.4,24,45.3,24,1036.9,8,1014.2,8,4.0,24,4.1,24,8.0,,53.1,37.2,0.00G,,100000,8.0,5275.71,132.73,5325.5,254.0,26.81,229.83,166.6,-859.69
375,76100,99999,2015-01-11,46.7,24,41.3,24,,0,,0,5.8,24,4.5,24,8.9,21.0,52.9,32.0,0.02G,,10000,8.17,5213.9,134.44,5542.71,111.67,137.69,239.17,163.77,-1115.5
376,76100,99999,2015-01-12,41.9,24,31.8,24,,0,,0,6.4,24,3.1,24,6.0,,60.8,28.4,0.13G,,0,5.5,6521.02,138.67,5609.19,221.1,162.75,447.27,166.94,-224.94
377,76100,99999,2015-01-13,50.2,24,34.8,24,,0,,0,6.9,24,6.0,24,17.1,,68.0,34.2,0.00G,,0,10.11,6443.25,189.21,5653.52,310.56,105.15,520.77,176.79,-512.6
378,76100,99999,2015-01-14,49.3,24,40.2,24,,0,,0,7.4,24,4.4,24,9.9,,59.5,39.2,0.00G,,0,9.61,6051.23,139.38,5651.88,237.75,95.83,558.79,163.69,-796.08
379,76100,99999,2015-01-15,45.9,24,36.0,24,,0,,0,6.6,24,3.8,24,8.0,,61.7,31.8,0.00G,,10000,7.72,6243.06,144.35,5591.75,288.94,52.79,590.88,174.5,-600.27
380,76100,99999,2015-01-16,43.8,24,41.9,24,,0,,0,6.3,24,6.1,24,18.1,,53.1,39.2,0.17G,,10000,6.56,6246.04,145.83,5613.81,66.88,41.73,649.44,167.75,-439.27
381,76100,99999,2015-01-17,40.9,24,37.5,24,,0,,0,7.2,24,6.3,24,14.0,,48.0,33.8,0.48G,,10000,4.94,6134.46,143.69,4072.88,47.46,79.19,406.44,162.96,1221.92
382,76100,99999,2015-01-18,39.7,24,33.7,24,,0,,0,6.4,24,2.5,24,8.0,,48.2,31.3,0.15G,,10000,4.28,6052.98,142.71,4035.77,115.81,74.92,334.69,164.17,1184.98
383,76100,99999,2015-01-19,40.3,24,38.6,24,,0,,0,5.8,24,6.8,24,15.0,,45.0,32.0,0.04G,,10000,4.61,6898.1,145.6,5434.1,40.67,31.88,600.08,168.52,477.4
384,76100,99999,2015-01-20,36.4,24,30.9,24,,0,,0,5.0,24,2.2,24,4.1,,46.4,28.4,0.10G,,100000,2.44,7442.38,217.0,5688.69,10.27,72.23,687.79,170.0,596.33
385,76100,99999,2015-01-21,39.9,24,34.5,24,,0,,0,6.4,24,6.5,24,17.1,,50.0,33.4,0.00G,,10000,4.39,7360.6,157.04,5643.85,121.73,78.46,596.15,160.62,602.88
386,76100,99999,2015-01-22,40.2,24,37.3,24,,0,,0,7.5,24,5.1,24,13.0,,44.8,35.6,0.03G,,10000,4.56,7202.54,160.29,5622.56,63.62,60.12,632.02,166.85,497.31
387,76100,99999,2015-01-23,37.1,24,32.4,24,,0,,0,5.7,24,4.7,24,12.0,,45.7,30.2,0.01G,,0,2.83,7614.48,154.69,5649.23,42.79,84.98,610.52,163.5,908.98
388,76100,99999,2015-01-24,37.0,24,32.7,24,,0,,0,5.0,24,5.0,24,11.1,,47.8,26.2,0.00G,,10000,2.78,7311.38,150.38,5658.54,100.35,46.96,408.85,170.31,775.92
389,76100,99999,2015-01-25,34.9,24,30.8,24,,0,,0,4.8,24,2.6,24,7.0,,46.4,26.6,0.03G,,100000,1.61,6836.58,146.19,5576.4,48.23,159.79,337.85,168.46,399.67
390,76100,99999,2015-01-26,36.7,24,31.1,24,,0,,0,6.0,24,3.2,24,7.0,,46.4,27.1,0.00G,,10000,2.61,7546.31,150.27,5594.15,90.52,37.25,582.46,166.08,925.58
391,76100,99999,2015-01-27,43.7,24,39.8,24,,0,,0,5.7,24,5.5,24,9.9,,46.9,33.3,0.14G,,10000,6.5,6950.79,146.15,5646.02,61.9,73.92,643.02,170.73,209.1
392,76100,99999,2015-01-28,43.2,24,39.8,24,,0,,0,5.6,24,5.8,24,12.0,,52.2,32.9,0.00G,,10000,6.22,6900.0,141.92,5591.54,182.17,55.75,634.35,163.31,130.96
393,76100,99999,2015-01-29,49.4,24,44.2,22,,0,,0,5.5,24,17.5,24,29.9,48.0,54.1,32.0,0.13G,,10000,9.67,6681.31,178.21,5615.79,269.42,19.35,699.71,169.31,-270.52
394,76100,99999,2015-01-30,43.8,24,41.1,24,,0,,0,6.9,24,13.3,24,27.0,41.0,54.0,39.2,1.08G,,10000,6.56,6759.48,144.46,5610.29,216.04,64.23,842.5,166.27,-284.27
395,76100,99999,2015-01-31,39.7,24,37.7,24,,0,,0,7.1,24,9.0,24,19.0,,42.8,36.5,1.02G,,11000,4.28,6396.27,145.25,5633.54,125.94,71.79,724.58,165.48,-470.12
396,76100,99999,2015-02-01,36.6,24,35.0,24,,0,,0,5.7,24,8.3,24,15.0,,39.7,33.8,1.24G,,11000,2.56,6405.42,149.35,5620.23,196.44,103.54,526.17,156.94,-347.33
397,76100,99999,2015-02-02,40.1,24,35.8,24,,0,,0,6.3,24,3.7,24,7.0,,48.2,34.9,0.31G,,10000,4.5,7213.17,150.58,5613.65,29.56,89.17,682.6,161.0,486.67
398,76100,99999,2015-02-03,35.8,24,31.0,24,,0,,0,6.0,24,3.4,24,9.9,,43.3,28.4,0.28G,3.1,111000,2.11,7302.46,150.12,5643.5,38.19,99.38,752.73,165.69,452.77
399,76100,99999,2015-02-04,27.5,24,25.6,24,,0,,0,4.3,24,2.4,24,6.0,,34.2,19.4,0.19G,2.4,100000,-2.5,7882.35,203.25,5644.21,240.25,81.75,715.69,162.88,834.62
400,76100,99999,2015-02-05,29.9,24,25.8,24,,0,,0,6.2,24,2.9,24,7.0,,36.0,22.5,0.00G,2.4,11000,-1.17,7815.92,149.21,5653.23,230.73,121.98,757.75,166.73,736.33
401,76100,99999,2015-02-06,29.1,24,26.3,24,,0,,0,4.3,24,2.7,24,6.0,,32.7,24.8,0.00G,2.4,1000,-1.61,8253.56,160.94,5635.85,248.81,30.81,785.54,162.81,1228.9
402,76100,99999,2015-02-07,33.3,24,27.0,24,,0,,0,4.6,24,1.1,24,2.9,,39.4,29.1,0.01G,1.2,0,0.72,7504.44,151.27,4817.85,203.9,137.96,660.31,165.21,1367.96
403,76100,99999,2015-02-08,35.8,24,28.0,24,,0,,0,5.9,24,3.2,24,8.9,,39.9,32.0,0.00G,0.8,0,2.11,7117.92,149.85,4803.9,294.02,146.62,520.19,162.19,1041.27
404,76100,99999,2015-02-09,36.5,24,28.1,24,,0,,0,6.1,24,2.7,24,8.0,,47.1,26.1,0.00G,,0,2.5,7241.9,149.44,4831.62,195.75,228.88,588.42,156.23,1091.69
405,76100,99999,2015-02-10,39.7,24,29.9,24,,0,,0,6.2,24,2.7,24,5.1,,57.6,27.9,0.00G,,0,4.28,7177.44,143.1,4813.83,191.9,220.4,668.77,164.42,975.06
406,76100,99999,2015-02-11,41.5,24,31.4,24,,0,,0,6.6,24,2.9,24,6.0,,54.1,28.4,0.00G,,0,5.28,7033.25,145.48,4847.12,42.79,207.25,656.4,168.62,965.71
407,76100,99999,2015-02-12,44.4,24,34.8,24,,0,,0,6.4,24,3.0,24,6.0,,56.3,36.7,0.00G,,0,6.89,6775.0,191.12,4860.88,36.35,144.4,555.75,170.58,815.85
408,76100,99999,2015-02-13,48.7,24,35.2,24,,0,,0,6.6,24,7.2,24,17.1,,63.0,37.4,0.00G,,10000,9.28,6591.17,145.54,4818.67,290.29,145.85,532.35,167.54,491.06
409,76100,99999,2015-02-14,47.4,24,41.4,24,,0,,0,7.4,24,8.3,24,15.0,,52.9,45.7,0.02G,,10000,8.56,5949.65,144.17,4826.46,188.46,92.73,450.5,169.73,77.81
410,76100,99999,2015-02-15,46.7,24,43.3,24,,0,,0,6.5,24,4.7,24,11.1,,51.8,42.8,0.61G,,10000,8.17,5742.38,147.04,4798.02,20.92,102.88,488.52,162.0,23.04
411,76100,99999,2015-02-16,45.4,24,40.9,24,,0,,0,6.1,24,3.4,24,12.0,,54.7,34.7,0.21G,,10000,7.44,6630.75,146.06,4828.85,30.77,154.75,607.96,156.04,706.35
412,76100,99999,2015-02-17,45.1,24,42.6,24,,0,,0,5.9,24,6.2,24,14.0,,48.2,42.8,0.49G,,10000,7.28,6582.17,149.42,4825.4,134.27,66.6,663.65,158.75,584.29
413,76100,99999,2015-02-18,43.2,24,37.2,24,,0,,0,6.4,24,1.5,24,4.1,,48.6,35.6,0.06G,,10000,6.22,6527.15,147.38,4829.88,87.75,111.04,715.06,157.12,478.85
414,76100,99999,2015-02-19,44.4,24,35.7,24,,0,,0,5.7,24,2.7,24,6.0,,61.0,31.8,0.00G,,0,6.89,6616.58,199.65,4838.12,48.54,229.9,694.92,161.85,443.6
415,76100,99999,2015-02-20,47.3,24,35.8,24,,0,,0,7.4,24,4.6,24,15.0,,64.4,35.6,0.00G,,10000,8.5,6586.65,149.42,4815.02,261.75,106.15,641.67,170.15,442.48
416,76100,99999,2015-02-21,43.9,24,40.3,24,,0,,0,5.9,24,7.4,24,19.0,,53.4,36.9,0.91F,,11010,6.61,5948.69,143.77,4799.46,92.19,137.6,551.31,170.65,53.88
417,76100,99999,2015-02-22,42.8,24,35.9,24,,0,,0,7.5,24,4.5,24,8.0,,50.9,35.6,0.12F,,10000,6.0,5916.83,146.98,4785.77,98.31,200.35,467.56,169.46,48.54
418,76100,99999,2015-02-23,48.9,24,46.8,24,,0,,0,5.9,24,9.1,24,15.9,,53.6,41.7,0.06G,,10000,9.39,6105.04,145.48,4775.0,289.04,105.02,633.65,172.38,-15.38
419,76100,99999,2015-02-24,41.5,24,38.4,24,,0,,0,7.3,24,9.4,24,15.0,24.1,48.2,37.4,0.94G,,10010,5.28,6465.77,147.1,4768.52,175.79,153.35,633.83,170.33,416.96
420,76100,99999,2015-02-25,45.5,24,,0,,0,,0,5.7,24,8.4,24,19.0,,51.8,32.0,0.63G,,10000,7.5,6358.17,148.02,4784.0,85.12,43.9,604.06,170.96,521.96
421,76100,99999,2015-02-26,50.5,24,49.8,24,,0,,0,4.1,24,8.5,24,22.0,33.0,52.5,48.2,1.13G,,10000,10.28,6031.31,144.54,4790.31,84.65,57.85,692.0,167.6,94.35
422,76100,99999,2015-02-27,45.1,24,37.4,24,,0,,0,7.2,24,7.9,24,17.1,,51.8,37.4,0.76G,,10000,7.28,6039.54,153.23,4786.17,130.83,221.92,669.58,167.5,-89.6
423,76100,99999,2015-02-28,44.8,24,40.7,24,,0,,0,5.3,24,5.0,24,13.0,,52.0,34.5,0.02G,,10000,7.11,5916.92,149.4,4753.85,158.44,96.98,675.04,170.31,-87.06
424,76100,99999,2015-03-01,55.6,24,53.8,24,,0,,0,5.1,24,6.2,24,11.1,,60.8,50.9,0.46G,,10000,13.11,5115.92,137.48,4691.54,268.02,47.12,651.88,172.88,-852.94
425,76100,99999,2015-03-02,53.7,24,52.4,24,,0,,0,5.3,24,7.5,24,13.0,,56.5,49.8,0.33G,,10000,12.06,5607.08,135.9,4717.29,197.67,95.73,863.25,167.98,-570.75
426,76100,99999,2015-03-03,51.0,24,49.0,24,,0,,0,5.5,24,3.4,24,7.0,,55.6,48.2,0.28G,,10000,10.56,5791.58,185.31,4741.08,67.92,79.31,870.56,170.6,-323.29
427,76100,99999,2015-03-04,43.7,24,39.8,24,,0,,0,5.9,24,6.5,24,15.9,,51.1,35.6,0.45G,,11000,6.5,5919.62,137.5,4771.67,113.4,192.5,797.25,166.42,-258.96
428,76100,99999,2015-03-05,40.6,24,32.5,24,,0,,0,5.8,24,4.1,24,9.9,,51.8,30.2,0.39G,,0,4.78,6159.58,134.46,4784.67,101.0,285.42,866.85,167.79,-180.73
429,76100,99999,2015-03-06,45.2,24,30.9,24,,0,,0,6.4,24,4.4,24,8.9,,60.8,31.1,0.00G,,0,7.33,6070.44,136.35,4744.5,91.79,291.88,913.73,166.1,-273.85
430,76100,99999,2015-03-07,49.4,24,36.5,24,,0,,0,6.4,24,3.1,24,8.0,,66.4,33.4,0.00G,,0,9.67,5363.21,138.62,4711.21,41.77,265.67,809.06,168.33,-771.56
431,76100,99999,2015-03-08,49.4,24,40.3,24,,0,,0,6.3,24,5.4,24,12.0,,62.8,37.4,0.00G,,0,9.67,4980.04,138.42,4749.35,29.98,251.25,662.12,162.1,-1012.94
432,76100,99999,2015-03-09,50.0,24,43.3,24,,0,,0,6.6,24,2.3,24,4.1,,61.5,40.5,0.00G,,0,10.0,5470.98,138.02,4756.52,28.62,179.52,789.21,153.77,-574.67
433,76100,99999,2015-03-10,48.2,24,42.8,24,,0,,0,5.1,24,2.4,24,5.1,,63.1,35.6,0.00G,,100000,9.0,5621.25,134.69,4708.62,39.77,207.04,808.52,151.83,-429.19
434,76100,99999,2015-03-11,48.9,24,44.8,24,,0,,0,6.0,24,5.3,24,13.0,,57.7,40.3,0.00G,,0,9.39,5324.23,134.21,4712.38,49.44,203.81,778.62,159.58,-713.77
435,76100,99999,2015-03-12,52.6,24,45.9,24,,0,,0,6.4,24,5.1,24,14.0,,64.4,48.0,0.00G,,0,11.44,5325.31,174.5,4716.75,36.83,194.27,810.33,161.58,-768.83
436,76100,99999,2015-03-13,47.9,24,42.9,24,1025.7,5,1003.4,5,6.4,24,8.7,24,19.0,,53.2,40.6,0.00G,,10000,8.83,5470.06,135.69,4704.77,94.73,134.15,834.46,165.27,-599.04
437,76100,99999,2015-03-14,42.8,24,38.8,24,,0,,0,5.9,24,5.9,24,9.9,,48.9,37.4,0.80G,,10000,6.0,5378.15,141.9,4710.23,43.31,123.42,666.62,173.62,-480.75
438,76100,99999,2015-03-15,44.7,24,38.1,24,,0,,0,4.1,24,3.3,24,7.0,,52.9,38.3,0.12G,,10000,7.06,5291.48,135.56,4689.31,72.96,173.79,653.9,166.58,-600.31
439,76100,99999,2015-03-16,46.6,24,41.0,24,,0,,0,5.0,24,3.7,24,7.0,,54.3,41.0,0.03G,,0,8.11,5846.02,151.62,4700.0,50.98,110.9,712.35,170.4,-50.25
440,76100,99999,2015-03-17,50.6,24,36.0,24,,0,,0,6.2,24,4.0,24,8.9,,64.4,35.4,0.00G,,0,10.33,5687.94,128.92,4691.85,67.44,288.06,702.98,164.56,-355.81
441,76100,99999,2015-03-18,51.4,22,43.7,22,,0,,0,6.7,22,3.7,22,7.0,,59.7,40.8,0.00E,,0,10.78,5375.31,127.02,4687.73,99.85,145.35,663.48,163.79,-511.85
442,76100,99999,2015-03-19,52.8,24,46.9,24,,0,,0,6.0,24,2.8,24,7.0,,64.4,44.6,0.01G,,10000,11.56,5358.6,126.56,4688.4,228.69,177.69,691.69,171.6,-725.98
443,76100,99999,2015-03-20,48.2,24,45.2,24,,0,,0,2.7,24,6.3,24,11.1,,59.4,44.6,0.02G,,0,9.0,5719.46,130.08,4662.08,137.23,61.0,711.12,172.98,-155.06
444,76100,99999,2015-03-21,44.5,24,43.1,24,,0,,0,2.7,24,1.3,24,4.1,,46.4,42.8,0.01G,,10000,6.94,5256.0,128.79,4621.6,155.42,72.23,614.33,169.27,-505.6
445,76100,99999,2015-03-22,45.2,24,44.3,24,,0,,0,3.4,24,3.6,24,8.0,,47.1,42.1,0.54G,,10000,7.33,5193.15,129.71,4636.88,227.02,146.1,535.79,160.17,-642.46
446,76100,99999,2015-03-23,44.9,24,41.8,24,,0,,0,7.4,24,1.7,24,5.1,,48.7,41.0,0.29G,,0,7.17,5721.1,127.83,4655.46,84.38,119.5,618.35,138.83,-23.31
447,76100,99999,2015-03-24,46.7,24,44.4,24,,0,,0,5.9,24,5.3,24,19.0,,53.6,42.1,0.00G,,10000,8.17,5895.06,128.4,4643.5,78.46,53.62,673.65,146.52,171.06
448,76100,99999,2015-03-25,42.0,24,36.9,24,,0,,0,7.4,24,4.5,24,13.0,,50.9,35.6,0.30G,,10000,5.56,6054.27,132.31,4667.81,51.42,205.65,640.5,136.6,219.88
449,76100,99999,2015-03-26,45.0,24,40.1,24,,0,,0,5.6,24,6.5,24,15.9,,54.0,33.8,0.05G,,10000,7.22,6321.29,145.0,4655.65,123.54,112.21,658.98,161.96,464.15
450,76100,99999,2015-03-27,50.9,24,46.0,24,,0,,0,5.7,24,7.8,24,12.0,,58.6,45.5,0.10G,,10000,10.5,5814.94,136.15,4599.71,55.1,170.75,673.33,165.77,14.17
451,76100,99999,2015-03-28,52.9,24,50.8,24,,0,,0,4.7,24,9.7,24,15.0,,57.0,49.5,0.20G,,10000,11.61,5128.42,135.5,4565.5,181.9,95.54,581.19,175.73,-606.83
452,76100,99999,2015-03-29,54.7,24,47.8,24,,0,,0,6.8,24,10.7,24,17.1,,60.8,49.5,0.11G,,10000,12.61,4904.42,99.81,4547.75,325.27,91.15,492.88,158.9,-811.35
453,76100,99999,2015-03-30,54.7,24,48.2,24,,0,,0,6.4,24,13.5,24,20.0,29.9,59.0,51.8,0.02G,,10000,12.61,5507.46,126.58,4539.77,333.33,74.77,613.27,167.44,-347.46
454,76100,99999,2015-03-31,52.8,24,51.0,24,,0,,0,6.7,24,12.4,24,17.1,,56.8,50.0,0.25G,,10000,11.56,5554.88,137.56,4540.42,348.75,115.83,620.27,159.96,-367.9
455,76100,99999,2015-04-01,50.4,24,42.3,24,,0,,0,6.2,24,5.1,24,12.0,,57.9,39.2,0.15G,,10000,10.22,5556.35,66.98,4596.65,123.71,258.42,627.81,157.38,-274.62
456,76100,99999,2015-04-02,48.5,24,39.4,24,,0,,0,6.4,24,2.5,24,5.1,,61.2,35.2,0.00G,,0,9.17,5671.04,55.81,4562.56,121.88,223.58,667.17,154.42,-114.46
457,76100,99999,2015-04-03,50.6,24,44.1,24,,0,,0,6.1,24,5.1,24,14.0,,63.0,38.7,0.00G,,10000,10.33,5518.35,55.98,4525.21,63.94,177.15,686.92,141.56,-132.42
