,STN,WBAN,Date,TEMP,COUNT_1,DEWP,COUNT_2,SLP,COUNT_3,STP,COUNT_4,VISIB,COUNT_5,WDSP,COUNT_6,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,Temp_C,Consommation,Thermique,Eolien,Solaire,Hydraulique,Bioénergies,Ech. physiques
0,71560,99999,2014-01-01,47.6,24,43.2,24,1005.5,24,996.1,24,12.2,24,9.2,24,14.0,,51.3,44.1,0.10G,,10000,8.67,8840.96,264.46,13.65,0.85,1.0,155.52,8404.92
1,71560,99999,2014-01-02,49.9,24,44.5,24,1002.1,24,992.7,24,12.0,23,8.0,24,15.0,,53.1,46.6,0.09G,,0,9.94,9491.12,253.85,12.46,3.23,2.06,154.1,9065.29
2,71560,99999,2014-01-03,52.0,24,44.5,24,1006.3,24,996.9,24,11.2,24,11.1,24,15.0,,56.7,46.6,0.08G,,0,11.11,9390.31,250.06,17.04,2.58,2.56,157.73,8960.56
3,71560,99999,2014-01-04,48.6,24,42.6,24,1001.1,24,991.8,24,11.1,24,7.5,24,11.1,,54.7,44.8,0.01G,,0,9.22,8868.21,250.85,9.9,2.73,2.0,156.83,8446.15
4,71560,99999,2014-01-05,44.8,24,39.9,24,1007.8,24,998.2,24,11.4,24,7.5,24,11.1,,49.5,40.5,0.09G,,10000,7.11,8994.38,253.44,9.06,2.96,2.0,158.6,8568.56
5,71560,99999,2014-01-06,53.6,24,48.4,24,1006.8,24,997.5,24,11.8,24,11.0,24,14.0,,56.1,46.8,0.00G,,10000,12.0,9805.33,250.08,17.23,1.17,2.0,153.38,9381.4
6,71560,99999,2014-01-07,52.3,24,47.1,24,1013.5,24,1004.1,24,12.2,24,7.5,24,11.1,,55.9,49.5,0.00G,,10000,11.28,9727.73,248.48,10.75,2.35,2.0,148.44,9315.96
7,71560,99999,2014-01-08,52.3,24,47.9,24,1017.9,24,1008.5,24,12.0,24,5.9,24,8.9,,57.2,46.9,0.00G,,10000,11.28,9592.17,249.04,4.71,3.31,2.0,150.1,9182.83
8,71560,99999,2014-01-09,50.6,24,44.3,24,1013.6,24,1004.2,24,12.2,24,7.5,24,13.0,,55.0,44.8,0.02G,,10000,10.33,9787.12,244.38,11.54,0.48,2.38,145.6,9382.42
9,71560,99999,2014-01-10,42.8,24,40.0,24,1019.0,24,1009.4,24,9.4,24,4.0,24,6.0,,49.3,40.3,0.02G,,0,6.0,10294.65,251.98,1.15,0.98,3.0,142.85,9894.73
10,71560,99999,2014-01-11,44.1,24,42.1,24,1020.5,24,1010.9,24,5.0,24,2.1,24,5.1,,48.9,40.5,0.00G,,10000,6.72,9465.67,260.96,0.31,2.15,3.0,151.06,9048.04
11,71560,99999,2014-01-12,40.3,24,39.3,24,1020.6,24,1010.9,24,3.0,24,5.2,24,8.0,,44.4,36.0,0.00G,,100000,4.61,9743.42,267.0,4.33,0.9,3.0,152.52,9315.48
12,71560,99999,2014-01-13,46.2,23,42.6,23,1011.8,23,1002.3,23,10.5,23,5.4,23,7.0,,51.1,42.3,0.00G,,10000,7.89,10422.31,582.83,6.67,2.46,3.29,141.62,9685.25
13,71560,99999,2014-01-14,42.5,23,36.8,23,1007.3,23,997.8,23,11.6,23,6.4,23,9.9,,46.8,37.9,0.03G,,10000,5.83,10794.62,728.44,7.38,2.98,3.83,136.98,9915.15
14,71560,99999,2014-01-15,43.0,24,41.4,24,1007.5,24,998.0,24,8.4,24,7.1,24,9.9,,47.7,37.6,0.02G,,10000,6.11,11176.71,725.62,11.15,0.46,4.0,132.12,10303.58
15,71560,99999,2014-01-16,47.4,24,44.1,24,999.4,24,990.0,24,11.1,24,8.0,24,12.0,,49.6,46.4,0.09G,,10000,8.56,10581.81,616.58,11.58,1.58,4.0,136.62,9811.65
16,71560,99999,2014-01-17,46.7,24,39.6,24,999.1,24,989.8,24,12.4,24,7.7,24,13.0,,53.6,43.0,0.15G,,0,8.17,10295.77,270.1,11.29,4.44,4.0,148.27,9857.94
17,71560,99999,2014-01-18,45.0,24,37.8,24,996.2,24,986.8,24,12.4,24,5.0,24,8.0,,52.0,39.0,0.03G,,0,7.22,9480.48,265.17,4.04,3.48,4.0,158.12,9045.73
18,71560,99999,2014-01-19,45.8,24,41.2,24,997.8,24,988.4,24,10.0,24,3.0,24,5.1,,49.5,43.3,0.04G,,10000,7.67,9035.67,508.75,1.33,2.29,4.0,162.92,8356.5
19,71560,99999,2014-01-20,44.3,24,38.6,24,1008.0,24,998.5,24,11.7,24,4.6,24,7.0,,46.0,41.2,0.00G,,10000,6.83,10582.6,679.29,1.46,1.79,4.0,160.88,9735.12
20,71560,99999,2014-01-21,37.7,24,35.3,24,1014.4,24,1004.7,24,8.8,24,4.8,24,8.9,,45.7,35.4,0.05G,,0,3.17,11394.12,1074.65,1.6,0.9,2.9,159.56,10154.56
21,71560,99999,2014-01-22,38.2,24,35.2,24,1011.9,24,1002.3,24,9.0,24,5.8,24,8.9,,41.0,34.5,0.00G,,10000,3.44,11640.4,778.88,1.98,2.27,1.52,161.96,10693.54
22,71560,99999,2014-01-23,43.9,24,40.3,24,1015.5,24,1005.9,24,7.6,16,5.8,24,11.1,,49.3,39.9,0.09G,,10000,6.61,11188.58,774.12,6.02,2.23,1.29,163.79,10240.88
23,71560,99999,2014-01-24,42.9,24,37.7,24,1017.0,24,1007.3,24,,0,4.6,24,7.0,,46.0,40.3,0.07G,,0,6.06,10990.69,692.92,1.9,2.04,1.54,168.19,10123.88
24,71560,99999,2014-01-25,42.5,24,38.5,24,1017.6,24,1008.0,24,,0,6.1,24,8.9,,50.4,37.9,0.00G,,0,5.83,10182.4,296.4,4.08,1.88,2.0,169.81,9708.19
25,71560,99999,2014-01-26,45.0,24,40.0,24,1009.0,24,999.5,24,,0,7.6,24,15.0,,50.5,40.3,0.02G,,0,7.22,9705.6,266.94,11.79,0.92,2.0,172.19,9251.92
26,71560,99999,2014-01-27,41.2,24,34.3,24,998.8,24,989.3,24,,0,8.5,24,12.0,,50.5,37.8,0.13G,,0,5.11,11230.21,652.96,12.69,2.25,2.0,155.46,10404.96
27,71560,99999,2014-01-28,41.3,24,37.4,24,994.2,24,984.7,24,,0,8.2,24,9.9,,45.0,37.0,0.00G,,0,5.17,11524.04,796.48,10.46,1.29,1.42,154.15,10560.4
28,71560,99999,2014-01-29,40.5,24,37.8,24,993.3,24,983.8,24,10.0,13,5.0,24,8.0,,43.9,38.7,0.21G,,10000,4.72,11476.0,466.31,2.9,1.02,1.0,162.35,10842.48
29,71560,99999,2014-01-30,42.5,23,39.7,23,1003.1,23,993.6,23,9.6,23,3.5,23,5.1,,44.8,40.1,0.04G,,10000,5.83,11110.04,383.98,0.23,1.65,1.0,162.21,10560.67
30,71560,99999,2014-01-31,41.7,24,37.6,24,1005.9,24,996.4,24,6.4,24,6.6,24,12.0,,47.8,34.7,0.01G,,110000,5.39,11068.85,384.12,6.31,4.92,1.06,162.46,10509.79
31,71560,99999,2014-02-01,44.9,24,39.0,24,1000.3,24,990.9,24,10.6,24,8.0,24,13.0,,48.6,40.3,0.34G,,10000,7.17,9895.62,262.88,11.69,2.79,1.0,167.15,9449.69
32,71560,99999,2014-02-02,41.5,24,36.0,24,1012.9,24,1003.3,24,12.2,24,6.0,24,8.9,,50.2,35.6,0.15G,,0,5.28,9672.42,261.71,6.02,6.69,1.0,167.48,9229.21
33,71560,99999,2014-02-03,40.6,23,34.8,23,1007.9,23,998.3,23,11.2,23,5.6,23,9.9,,48.4,33.8,0.00G,,0,4.78,10904.6,259.17,6.21,7.29,1.0,162.44,10468.31
34,71560,99999,2014-02-04,44.6,24,36.4,24,1004.5,24,995.0,24,12.4,24,9.0,24,14.0,,49.5,39.7,0.00G,,0,7.0,10895.17,258.19,12.15,4.56,1.48,160.75,10458.17
35,71560,99999,2014-02-05,46.1,24,39.2,24,995.3,24,986.0,24,11.4,24,11.8,24,15.0,,49.6,41.9,0.10G,,10000,7.83,10935.54,250.85,16.94,3.46,2.0,165.42,10497.04
36,71560,99999,2014-02-06,46.6,24,40.1,24,999.4,24,990.0,24,11.2,24,9.2,24,14.0,,55.4,42.3,0.04G,,10000,8.11,10943.08,251.52,13.15,1.27,1.77,163.85,10511.81
37,71560,99999,2014-02-07,50.1,24,38.3,24,997.6,24,988.3,24,12.3,24,13.0,24,22.9,,56.1,45.9,0.13G,,10000,10.06,10128.02,250.46,12.85,4.96,1.0,169.25,9689.31
38,71560,99999,2014-02-08,46.2,24,39.4,24,992.6,24,983.2,24,12.0,24,12.3,24,17.1,,50.0,41.2,0.05G,,10000,7.89,9581.81,253.88,15.33,2.12,1.08,171.04,9138.17
39,71560,99999,2014-02-09,43.8,24,35.5,24,996.5,24,987.1,24,12.4,24,10.9,24,15.9,,48.9,39.9,0.08G,,0,6.56,9477.42,254.58,13.04,4.94,1.38,170.31,9033.12
40,71560,99999,2014-02-10,44.5,24,35.6,24,994.8,24,985.4,24,12.4,24,5.7,24,9.9,,49.1,41.0,0.00G,,0,6.94,10424.12,333.62,4.83,4.48,2.0,164.69,9914.79
41,71560,99999,2014-02-11,42.6,24,36.7,24,1005.1,24,995.6,24,12.1,24,8.3,24,13.0,,46.8,37.4,0.00G,,10000,5.89,10903.33,302.19,10.48,3.06,2.0,162.77,10423.19
42,71560,99999,2014-02-12,42.8,24,36.8,24,1006.0,24,996.5,24,11.9,24,9.3,24,17.1,,49.1,35.8,0.04G,,10000,6.0,11099.54,255.48,12.75,5.96,2.0,166.83,10656.77
43,71560,99999,2014-02-13,44.0,24,38.2,24,999.5,24,990.0,24,10.5,24,7.9,24,12.0,,48.0,39.2,0.14G,,10000,6.67,10994.83,252.73,13.65,2.48,1.71,167.65,10556.79
44,71560,99999,2014-02-14,46.0,24,41.7,24,1000.8,24,991.4,24,11.7,24,8.9,24,15.0,,56.7,38.5,0.22G,,10000,7.78,10868.54,252.02,11.23,1.69,0.69,169.08,10433.42
45,71560,99999,2014-02-15,49.7,24,40.8,24,1001.1,24,991.8,24,12.4,24,11.1,24,17.1,,56.7,45.3,0.08G,,0,9.83,9206.81,252.17,15.75,3.46,0.0,167.85,8767.4
46,71560,99999,2014-02-16,45.9,24,39.2,24,1011.7,24,1002.2,24,12.4,24,6.8,24,11.1,,51.6,41.4,0.00G,,0,7.72,8816.23,259.92,6.98,7.17,0.0,165.44,8376.54
47,71560,99999,2014-02-17,45.0,24,38.8,24,1013.1,24,1003.5,24,11.9,24,5.7,24,8.9,,52.9,39.6,0.00G,,0,7.22,10009.52,256.77,4.94,5.83,0.0,161.46,9580.29
48,71560,99999,2014-02-18,44.9,23,38.9,23,1013.2,23,1003.7,23,12.2,23,5.0,23,7.0,,48.9,40.5,0.00G,,10000,7.17,10342.92,257.0,4.04,2.46,0.0,168.1,9911.12
49,71560,99999,2014-02-19,48.5,24,42.2,24,1015.5,24,1006.0,24,12.1,24,4.5,24,8.9,,53.2,44.1,0.01G,,0,9.17,10065.5,253.85,3.92,2.9,0.0,166.88,9637.85
50,71560,99999,2014-02-20,49.5,24,46.5,24,1009.7,24,1000.3,24,9.5,24,7.9,24,13.0,,52.5,46.8,0.01G,,10000,9.72,9896.04,248.71,12.67,1.31,0.48,166.56,9466.38
51,71560,99999,2014-02-21,46.2,24,37.0,24,1010.4,24,1000.9,24,12.4,24,8.1,24,12.0,,52.3,41.7,0.17G,,0,7.89,9749.08,269.9,9.71,6.83,1.44,168.94,9292.4
52,71560,99999,2014-02-22,44.1,24,39.3,24,1015.1,24,1005.5,24,11.4,24,4.8,24,9.9,,49.5,40.5,0.05G,,10000,6.72,9244.62,259.92,5.96,3.69,2.0,170.48,8802.85
53,71560,99999,2014-02-23,47.6,24,40.8,24,1018.3,24,1008.8,24,9.8,24,6.2,24,8.9,,55.9,40.6,0.14G,,0,8.67,8518.9,259.02,4.94,8.52,1.67,160.06,8084.65
54,71560,99999,2014-02-24,49.7,24,39.8,24,1011.6,24,1002.2,24,12.4,24,6.8,24,9.9,,57.9,41.0,0.00G,,0,9.83,9427.81,255.33,8.1,8.35,0.6,159.29,8996.0
55,71560,99999,2014-02-25,49.5,24,41.7,24,1008.4,24,999.0,24,11.9,24,8.5,24,17.1,,55.2,45.3,0.00G,,10000,9.72,9612.75,252.42,14.02,3.75,0.0,165.02,9177.31
56,71560,99999,2014-02-26,45.9,24,38.3,24,1017.5,24,1007.9,24,12.0,24,4.3,24,8.0,,52.9,40.8,0.11G,,0,7.72,9758.17,510.12,2.75,5.83,0.6,168.35,9070.46
57,71560,99999,2014-02-27,43.2,24,39.2,24,1014.6,24,1005.0,24,10.7,24,6.9,24,12.0,,50.7,39.0,0.00G,,10000,6.22,10338.9,296.69,10.6,2.65,1.46,158.58,9868.85
58,71560,99999,2014-02-28,43.7,24,39.8,24,1000.3,24,990.8,24,11.4,24,5.3,24,8.9,,50.7,40.1,0.52G,,10000,6.5,10183.02,546.52,6.69,3.75,2.0,163.29,9460.96
59,71560,99999,2014-03-01,43.4,24,36.6,24,1002.7,24,993.3,24,11.0,24,4.5,24,8.0,,49.3,40.3,0.09G,,10000,6.33,9460.44,645.04,3.08,3.27,1.38,159.81,8647.69
60,71560,99999,2014-03-02,43.2,24,33.5,24,1001.5,24,992.0,24,10.0,24,6.8,24,13.0,,51.6,33.4,0.02G,,10000,6.22,9255.83,311.56,3.88,8.98,1.0,159.58,8770.65
61,71560,99999,2014-03-03,43.9,24,39.0,24,989.7,24,980.3,24,11.0,24,7.4,24,12.0,,48.7,40.3,0.20G,,10000,6.61,10360.98,485.15,12.29,4.88,1.0,154.1,9703.69
62,71560,99999,2014-03-04,45.7,24,36.8,24,1004.8,24,995.4,24,12.2,24,3.9,24,7.0,,53.6,40.5,0.06G,,0,7.61,10379.5,626.67,1.83,5.75,0.98,163.4,9580.94
63,71560,99999,2014-03-05,47.6,24,36.2,24,1020.6,24,1011.0,24,12.1,24,2.9,24,5.1,,56.1,40.5,0.00G,,0,8.67,10034.02,790.5,0.52,9.65,1.0,161.06,9071.23
64,71560,99999,2014-03-06,48.6,24,33.8,24,1027.7,24,1018.1,24,10.8,24,2.7,24,6.0,,58.3,40.3,0.00G,,0,9.22,9863.31,644.29,0.79,10.42,1.0,161.42,9045.08
65,71560,99999,2014-03-07,50.0,24,35.8,24,1026.5,24,1016.9,24,7.2,24,3.1,24,6.0,,61.5,38.8,0.00G,,0,10.0,9486.73,284.25,1.44,8.83,1.58,165.06,9025.65
66,71560,99999,2014-03-08,53.6,24,38.1,24,1027.3,24,1017.8,24,5.6,24,5.3,24,8.0,,65.3,42.6,0.00G,,0,12.0,8272.23,247.21,5.04,11.35,2.0,168.38,7838.23
67,71560,99999,2014-03-09,56.4,24,37.2,24,1025.8,24,1016.3,24,8.8,24,4.3,24,7.0,,70.9,43.9,0.00G,,0,13.56,7531.33,240.1,3.81,11.56,2.0,161.02,7112.56
68,71560,99999,2014-03-10,56.7,24,41.2,24,1024.3,24,1014.9,24,6.9,24,6.1,24,12.0,,69.3,47.8,0.00G,,0,13.72,8493.96,233.06,3.5,10.77,2.71,156.65,8087.35
69,71560,99999,2014-03-11,52.6,24,44.0,24,1027.7,24,1018.2,24,2.2,24,8.9,24,13.0,,61.9,46.9,0.00G,,0,11.44,8655.33,240.38,8.29,9.54,3.81,159.0,8234.54
70,71560,99999,2014-03-12,54.5,24,38.7,24,1028.8,24,1019.3,24,4.3,24,3.8,24,7.0,,64.6,45.3,0.00G,,0,12.5,8647.17,348.56,4.06,10.52,4.31,160.52,8118.96
71,71560,99999,2014-03-13,56.2,24,39.6,24,1028.2,24,1018.8,24,4.0,24,2.5,24,5.1,,66.7,46.6,0.00G,,0,13.44,8630.73,232.9,0.12,10.1,4.98,161.27,8221.5
72,71560,99999,2014-03-14,56.4,24,42.8,24,1026.9,24,1017.5,24,2.3,24,3.6,24,8.0,,67.5,46.2,0.00G,,0,13.56,8351.46,236.33,1.15,9.29,5.0,168.69,7930.79
73,71560,99999,2014-03-15,52.2,24,41.9,24,1027.6,24,1018.1,24,7.0,24,7.6,24,11.1,,63.3,45.0,0.00G,,0,11.22,7689.0,239.92,4.12,7.25,5.0,165.98,7266.62
74,71560,99999,2014-03-16,54.7,24,43.7,24,1025.4,24,1015.9,24,10.9,24,5.9,24,8.9,,64.9,44.6,0.00G,,0,12.61,7221.77,240.94,2.98,12.33,5.48,169.25,6790.85
75,71560,99999,2014-03-17,48.6,24,43.6,24,1023.7,24,1014.1,24,8.7,24,3.6,24,8.0,,61.0,45.3,0.00G,,0,9.22,8639.96,266.27,0.77,5.65,5.62,160.85,8200.71
76,71560,99999,2014-03-18,50.9,24,43.1,24,1020.8,24,1011.3,24,9.1,24,5.6,24,9.9,,57.6,45.7,0.00G,,0,10.5,8921.06,244.92,2.5,5.6,6.77,152.19,8509.15
77,71560,99999,2014-03-19,52.9,24,42.8,24,1026.7,24,1017.2,24,11.3,24,4.1,24,6.0,,61.3,46.9,0.00G,,0,11.61,8707.12,331.12,1.54,8.12,8.6,153.65,8203.96
78,71560,99999,2014-03-20,56.5,24,42.0,24,1015.5,24,1006.1,24,11.7,24,7.0,24,13.0,,69.1,42.8,0.00G,,0,13.61,8446.71,271.5,8.08,12.08,8.29,158.15,7988.6
79,71560,99999,2014-03-21,52.0,24,40.1,24,1010.9,24,1001.5,24,11.1,24,7.7,24,14.0,,64.9,46.8,0.00G,,10000,11.11,8396.35,244.4,8.19,6.42,6.83,152.79,7977.79
80,71560,99999,2014-03-22,48.5,24,36.7,24,1005.6,24,996.2,24,12.2,24,7.7,24,13.0,,56.3,43.0,0.02G,,10000,9.17,7981.62,239.29,11.52,7.96,7.29,161.42,7554.12
81,71560,99999,2014-03-23,43.9,24,35.0,24,1009.8,24,1000.3,24,12.4,24,6.6,24,11.1,,53.2,38.5,0.02G,,0,6.61,8100.23,241.25,6.65,9.0,6.92,158.27,7678.02
82,71560,99999,2014-03-24,44.5,24,31.9,24,1014.2,24,1004.6,24,12.4,24,3.2,24,6.0,,52.9,37.2,0.02G,,0,6.94,9355.27,599.06,1.54,9.94,7.75,154.04,8582.79
83,71560,99999,2014-03-25,43.6,24,37.4,24,1008.8,24,999.2,24,11.8,24,5.9,24,8.9,,48.4,41.7,0.02G,,10000,6.44,9804.56,786.83,1.77,3.81,8.85,148.9,8854.56
84,71560,99999,2014-03-26,45.1,24,32.6,24,1013.7,24,1004.2,24,10.9,24,6.5,24,9.9,,55.2,39.2,0.12G,,0,7.28,9778.27,596.94,4.04,10.31,10.23,150.15,9006.56
85,71560,99999,2014-03-27,46.2,24,31.2,24,1011.6,24,1002.0,24,9.3,24,3.6,24,8.0,,55.6,37.4,0.00G,,0,7.89,9617.27,648.44,0.54,10.6,10.27,139.96,8807.48
86,71560,99999,2014-03-28,51.2,24,31.1,24,1014.1,24,1004.7,24,8.9,24,5.2,24,9.9,,61.5,40.1,0.00G,,0,10.67,9066.23,502.17,4.62,11.75,9.85,150.56,8387.31
87,71560,99999,2014-03-29,57.3,24,36.0,24,1014.2,24,1004.9,24,9.9,24,6.0,24,13.0,,69.6,45.5,0.00G,,0,14.06,7723.48,232.71,7.02,13.04,10.71,156.44,7303.65
88,71560,99999,2014-03-30,58.6,24,39.8,24,1014.1,24,1004.8,24,11.9,24,3.7,24,7.0,,66.6,49.8,0.00G,,0,14.78,7096.23,230.29,3.0,6.58,10.77,166.5,6679.12
89,71560,99999,2014-03-31,58.1,22,44.9,22,1013.6,22,1004.3,22,11.8,22,3.0,22,8.0,,64.9,51.3,0.00G,,0,14.5,8030.77,213.46,0.9,8.25,10.92,165.5,7631.94
90,71560,99999,2014-04-01,60.3,24,45.7,24,1010.5,24,1001.3,24,11.8,24,3.7,24,7.0,,71.6,49.3,0.00G,,0,15.72,7921.65,60.71,0.88,11.17,10.9,144.12,7694.0
91,71560,99999,2014-04-02,60.4,24,46.0,24,1004.1,24,994.9,24,11.5,24,4.6,24,7.0,,69.3,50.9,0.00G,,0,15.78,7847.79,299.98,2.65,8.85,10.79,146.71,7379.0
92,71560,99999,2014-04-03,60.4,24,47.5,24,1001.9,24,992.8,24,12.1,24,5.0,24,8.9,,65.5,53.4,0.00G,,10000,15.78,7819.42,543.75,3.79,5.62,10.88,158.02,7097.62
93,71560,99999,2014-04-04,55.4,24,47.4,24,1010.2,24,1000.9,24,10.7,24,5.3,24,8.0,,62.2,52.5,0.01G,,10000,13.0,7883.69,368.35,1.29,3.02,10.52,157.0,7343.69
94,71560,99999,2014-04-05,57.6,24,44.7,24,1016.9,24,1007.5,24,12.2,24,4.2,24,8.0,,68.0,46.6,0.00G,,0,14.22,7077.92,18.35,0.92,14.67,10.56,157.9,6875.33
95,71560,99999,2014-04-06,60.2,24,53.4,24,1018.6,24,1009.4,24,12.4,24,5.4,24,8.9,,65.1,55.8,0.00G,,0,15.67,6541.9,-7.81,2.52,5.62,10.4,162.69,6368.5
96,71560,99999,2014-04-07,61.7,24,53.0,24,1014.1,24,1004.9,24,10.9,24,7.0,24,12.0,,74.3,54.0,0.01G,,0,16.5,7524.6,-7.27,6.4,9.77,10.23,152.83,7352.4
97,71560,99999,2014-04-08,51.8,23,38.9,23,1022.6,23,1013.1,23,12.4,23,7.9,23,12.0,,64.2,46.0,0.09G,,0,11.0,7859.9,-6.92,6.69,9.17,10.4,148.5,7692.17
98,71560,99999,2014-04-09,53.0,24,38.9,24,1027.0,24,1017.5,24,11.8,24,2.9,24,5.1,,62.8,44.1,0.00G,,0,11.67,8143.62,108.52,0.33,12.46,8.56,137.0,7876.75
99,71560,99999,2014-04-10,57.4,24,40.8,24,1021.8,24,1012.4,24,11.7,24,3.8,24,8.0,,68.9,45.9,0.00G,,0,14.11,7963.75,163.83,0.79,12.25,5.88,150.33,7630.4
100,71560,99999,2014-04-11,56.3,24,43.4,24,1019.0,24,1009.6,24,9.0,24,7.0,24,9.9,,66.2,48.4,0.00G,,0,13.5,7681.52,157.06,4.44,11.92,7.12,151.33,7349.52
101,71560,99999,2014-04-12,55.9,24,41.4,24,1019.9,24,1010.5,24,8.6,24,4.9,24,8.0,,64.2,46.2,0.00G,,0,13.28,6896.21,5.88,1.9,13.48,8.94,157.69,6708.25
102,71560,99999,2014-04-13,53.5,24,42.7,24,1022.8,24,1013.3,24,12.2,24,4.8,24,11.1,,60.8,46.8,0.00G,,0,11.94,6622.21,-6.65,1.29,6.31,8.4,151.83,6461.04
103,71560,99999,2014-04-14,53.4,24,38.2,24,1023.7,24,1014.2,24,11.8,24,7.2,24,11.1,,62.6,46.2,0.00G,,0,11.89,7694.98,-6.58,3.58,13.88,7.71,136.94,7539.35
104,71560,99999,2014-04-15,50.6,24,34.1,24,1027.5,24,1017.9,24,12.2,24,7.3,24,9.9,,59.9,42.1,0.00G,,0,10.33,7991.21,124.35,5.6,15.19,9.31,136.46,7700.0
105,71560,99999,2014-04-16,53.0,24,32.2,24,1026.8,24,1017.2,24,12.3,24,5.9,24,8.9,,63.0,42.6,0.00G,,0,11.67,7989.79,118.08,5.1,14.88,10.21,133.58,7708.0
106,71560,99999,2014-04-17,57.3,22,32.0,22,1020.8,22,1011.4,22,12.3,22,4.3,22,8.0,,70.7,43.5,0.00G,,0,14.06,7785.27,116.56,2.06,12.81,10.04,149.71,7494.12
107,71560,99999,2014-04-18,53.7,24,37.0,24,1016.6,24,1007.2,24,12.2,24,9.3,24,13.0,,66.0,45.9,0.00G,,0,12.06,7496.65,-5.4,4.31,8.77,9.35,152.67,7327.02
108,71560,99999,2014-04-19,50.2,24,36.7,24,1013.4,24,1003.9,24,12.0,24,7.2,24,9.9,,59.9,41.4,0.00G,,10000,10.11,7116.65,39.21,4.88,8.4,9.85,146.73,6907.62
109,71560,99999,2014-04-20,55.9,24,37.9,24,1004.3,24,995.1,24,12.1,24,4.2,24,7.0,,66.6,49.1,0.00G,,0,13.28,6422.65,11.02,0.52,10.67,9.92,149.62,6240.98
110,71560,99999,2014-04-21,55.9,24,43.0,24,1005.3,24,996.1,24,12.4,24,2.7,24,7.0,,60.8,51.6,0.00G,,10000,13.28,6591.0,-4.48,0.17,6.04,9.73,140.04,6439.48
111,71560,99999,2014-04-22,57.1,24,48.1,24,1011.3,24,1002.0,24,11.4,24,3.8,24,13.0,,69.4,52.2,0.01G,,10000,13.94,7486.06,292.92,0.73,9.19,9.75,135.94,7037.65
112,71560,99999,2014-04-23,58.7,24,48.0,24,1018.6,24,1009.3,24,9.1,24,3.5,24,6.0,,69.1,48.9,0.19G,,0,14.83,7526.94,414.83,0.48,11.54,9.69,156.19,6934.1
113,71560,99999,2014-04-24,60.6,24,49.7,24,1016.8,24,1007.5,24,9.9,24,4.0,24,8.0,,68.9,54.0,0.00G,,10000,15.89,7447.1,387.98,1.23,9.73,9.73,154.9,6883.69
114,71560,99999,2014-04-25,56.8,23,51.7,23,1011.4,23,1002.1,23,7.9,23,5.1,23,9.9,,64.4,52.7,0.35G,,10000,13.78,7471.65,19.44,3.65,4.65,9.44,154.94,7279.69
115,71560,99999,2014-04-26,50.3,24,47.7,24,1010.6,24,1001.2,24,9.8,24,6.0,24,8.9,,57.7,46.4,0.09G,,10000,10.17,7075.83,-4.4,4.69,4.88,9.1,152.4,6909.02
116,71560,99999,2014-04-27,51.3,24,46.1,24,1006.0,24,996.6,24,12.1,24,7.0,24,11.1,,60.8,44.1,0.00G,,10000,10.72,6939.6,-4.02,7.73,10.35,9.15,152.25,6764.33
117,71560,99999,2014-04-28,53.2,24,46.6,24,1010.0,24,1000.7,24,12.3,24,4.3,24,6.0,,62.1,46.8,0.08G,,0,11.78,8056.71,7.1,1.77,7.06,9.92,145.94,7884.92
118,71560,99999,2014-04-29,52.0,24,47.7,24,1012.1,24,1002.7,24,8.9,24,4.4,24,8.0,,58.8,44.8,0.02G,,10000,11.11,8218.04,57.62,1.38,5.94,9.79,145.54,7997.54
119,71560,99999,2014-04-30,57.1,24,49.3,24,1012.4,24,1003.1,24,8.1,24,4.1,24,8.0,,65.1,49.6,0.60G,,10000,13.94,7999.9,-3.9,2.31,9.31,9.83,150.23,7832.15
120,71560,99999,2014-05-01,54.9,24,50.8,24,1011.8,24,1002.5,24,9.5,24,3.6,24,7.0,,62.2,48.9,0.00G,,10000,12.72,6771.4,-3.94,2.5,7.4,9.98,156.98,6598.4
121,71560,99999,2014-05-02,54.2,24,47.8,24,1018.2,24,1008.8,24,9.2,24,9.0,24,15.9,,60.6,49.6,0.69G,,10000,12.33,7608.38,-3.65,4.08,6.54,9.29,152.35,7439.73
122,71560,99999,2014-05-03,51.9,24,36.9,24,1024.8,24,1015.3,24,12.4,24,9.1,24,14.0,,62.2,43.5,0.08G,,0,11.06,7076.67,-3.42,5.15,16.96,9.94,148.58,6899.48
123,71560,99999,2014-05-04,54.4,24,37.4,24,1022.6,24,1013.2,24,12.2,24,4.6,24,7.0,,65.3,42.8,0.00G,,0,12.44,6701.1,-3.29,3.06,18.48,9.75,155.54,6517.79
124,71560,99999,2014-05-05,60.9,24,41.7,24,1014.3,24,1005.0,24,11.9,24,4.2,24,7.0,,73.4,47.5,0.00G,,0,16.06,7560.33,-3.35,1.52,16.02,9.73,147.69,7388.79
125,71560,99999,2014-05-06,60.6,22,50.5,22,1010.3,22,1001.1,22,12.0,22,7.1,22,12.0,,70.3,54.7,0.01G,,10000,15.89,7472.96,6.44,8.29,9.54,9.77,153.75,7285.25
126,71560,99999,2014-05-07,57.6,23,48.8,23,1015.0,23,1005.7,23,12.2,23,6.2,23,9.9,,66.9,53.1,0.06G,,10000,14.22,7505.23,-3.48,8.06,9.12,9.65,146.96,7334.83
127,71560,99999,2014-05-08,56.0,24,49.5,24,1015.9,24,1006.6,24,10.9,24,7.2,24,11.1,,62.2,52.5,0.05G,,10000,13.33,6743.12,-2.92,8.19,5.79,9.27,152.33,6570.17
