,STN,WBAN,Date,TEMP,COUNT_1,DEWP,COUNT_2,SLP,COUNT_3,STP,COUNT_4,VISIB,COUNT_5,WDSP,COUNT_6,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,Temp_C,Consommation,Thermique,Eolien,Solaire,Hydraulique,Bioénergies,Ech. physiques
307,71560,99999,2014-11-04,49.2,24,46.1,24,996.0,24,986.7,24,11.5,24,3.6,24,5.1,,53.6,45.9,0.51G,,10000,9.56,8528.4,1133.5,1.02,3.0,10.56,138.83,7241.62
308,71560,99999,2014-11-05,47.4,24,40.8,24,1004.2,24,994.8,24,12.4,24,4.9,24,8.9,,53.4,43.3,0.01G,0.4,0,8.56,8959.38,735.69,2.17,5.54,10.38,145.46,8060.31
309,71560,99999,2014-11-06,47.7,24,41.2,24,1011.3,24,1001.8,24,11.0,24,4.7,24,8.0,,55.6,40.6,0.00G,,0,8.72,9103.25,685.73,2.5,6.08,7.65,149.54,8251.62
310,71560,99999,2014-11-07,50.4,24,44.4,24,1004.7,24,995.3,24,11.1,24,9.2,24,13.0,,57.7,45.5,0.03G,0.4,10000,10.22,8977.46,528.77,14.23,3.92,6.0,150.38,8274.0
311,71560,99999,2014-11-08,51.7,24,46.7,24,1008.7,24,999.4,24,12.4,24,6.8,24,9.9,,57.9,46.4,0.09G,,0,10.94,7996.75,270.38,7.54,4.96,6.62,150.94,7556.52
312,71560,99999,2014-11-09,51.5,24,46.3,24,1006.5,24,997.1,24,12.4,24,4.7,24,7.0,,54.7,48.0,0.00G,,0,10.83,7619.38,263.25,2.73,2.08,6.58,151.94,7192.71
313,71560,99999,2014-11-10,46.6,24,43.8,24,1009.6,24,1000.2,24,11.1,24,5.4,24,8.0,,52.9,41.0,0.01G,0.4,0,8.11,8847.67,270.15,3.92,3.88,8.44,147.48,8413.79
314,71560,99999,2014-11-11,51.1,24,44.6,24,1001.1,24,991.8,24,12.0,24,5.1,24,9.9,,61.3,42.1,0.01G,0.4,0,10.61,8114.4,272.0,5.02,6.4,9.1,150.56,7671.21
315,71560,99999,2014-11-12,52.3,24,45.9,24,1003.2,24,993.9,24,12.4,24,5.6,24,8.9,,57.7,47.7,0.00G,,0,11.28,8832.75,344.44,5.69,5.42,7.1,146.71,8323.19
316,71560,99999,2014-11-13,50.8,24,45.5,24,1008.9,24,999.5,24,11.9,24,6.1,24,11.1,,58.3,44.6,0.01G,0.4,0,10.44,9105.65,419.02,4.81,5.27,7.44,139.29,8529.79
317,71560,99999,2014-11-14,50.3,24,47.1,24,1003.8,24,994.5,24,10.0,24,4.9,24,8.9,,54.9,47.8,0.00G,,10000,10.17,9145.08,376.52,4.12,0.67,9.73,144.15,8609.9
318,71560,99999,2014-11-15,51.2,24,48.8,24,1001.8,24,992.5,24,8.8,24,4.2,24,7.0,,54.9,49.6,0.63G,,10000,10.67,8133.31,291.12,1.67,2.5,10.08,138.56,7689.31
319,71560,99999,2014-11-16,49.1,24,46.9,24,999.0,24,989.7,24,9.9,24,3.8,24,6.0,,52.0,47.3,0.01G,,10000,9.5,7997.58,286.88,1.94,1.73,9.79,143.17,7554.06
320,71560,99999,2014-11-17,48.0,24,46.1,24,1002.4,24,993.0,24,10.1,24,3.6,24,6.0,,50.9,46.2,0.39G,,10000,8.89,9340.69,338.52,0.81,1.62,6.38,130.85,8862.65
321,71560,99999,2014-11-18,48.3,24,45.9,24,1008.7,24,999.3,24,8.4,24,3.4,24,5.1,,51.3,46.2,0.15G,,0,9.06,9524.44,422.04,0.4,1.54,6.17,129.25,8965.15
322,71560,99999,2014-11-19,44.8,24,43.6,24,1019.5,24,1009.9,24,4.8,24,2.7,24,5.1,,49.6,42.3,0.02G,,100000,7.11,9985.81,413.21,0.4,1.33,6.38,130.98,9433.33
323,71560,99999,2014-11-20,46.9,24,43.3,24,1022.9,24,1013.4,24,8.0,24,4.5,24,6.0,,50.5,44.6,0.00G,,10000,8.28,9927.17,394.98,1.98,2.04,6.27,130.33,9391.21
324,71560,99999,2014-11-21,49.6,24,45.6,24,1018.6,24,1009.1,24,7.4,24,3.4,24,5.1,,54.3,46.6,0.00G,,0,9.78,9506.1,644.83,1.52,3.29,7.0,126.23,8722.88
325,71560,99999,2014-11-22,51.7,24,48.7,24,1016.5,24,1007.1,24,8.2,24,4.4,24,6.0,,58.3,45.7,0.01G,,0,10.94,8404.56,291.1,1.85,3.77,7.08,132.04,7968.52
326,71560,99999,2014-11-23,54.1,24,51.0,24,1016.0,24,1006.7,24,9.5,24,4.5,24,8.9,,59.7,48.4,0.00G,,0,12.28,7817.38,288.79,1.04,4.04,7.5,142.65,7373.23
327,71560,99999,2014-11-24,51.0,24,45.6,24,1023.4,24,1013.9,24,11.9,24,7.2,24,9.9,,58.1,48.9,0.01G,,10000,10.56,9235.08,592.33,3.98,1.1,8.02,143.83,8485.62
328,71560,99999,2014-11-25,50.0,24,45.5,24,1018.7,24,1009.3,24,9.5,24,4.1,24,8.0,,52.9,48.0,0.00G,0.4,10000,10.0,9527.12,775.33,2.17,1.42,7.65,140.42,8600.52
329,71560,99999,2014-11-26,52.2,24,50.8,24,1011.8,24,1002.4,24,5.0,24,2.5,24,5.1,,55.4,49.8,0.22G,,10000,11.22,9360.67,776.67,0.62,0.92,7.46,141.25,8433.58
330,71560,99999,2014-11-27,51.1,21,49.7,21,1005.2,21,995.9,21,5.1,21,3.2,21,5.1,,54.7,48.7,0.00G,,110000,10.61,9283.4,619.12,0.9,1.12,8.73,143.96,8509.25
331,71560,99999,2014-11-28,53.6,24,46.5,24,1001.7,24,992.4,24,11.5,24,6.0,24,8.9,,58.8,49.1,0.00G,,0,12.0,9074.0,317.9,9.98,2.06,8.73,143.5,8591.83
332,71560,99999,2014-11-29,46.3,24,40.3,24,1010.5,24,1001.0,24,6.8,24,4.3,24,8.0,,54.7,42.1,0.00G,0.4,0,7.94,8564.73,318.46,3.06,3.35,9.77,140.83,8089.38
333,71560,99999,2014-11-30,41.6,24,39.3,24,1012.5,24,1002.9,24,3.4,24,3.4,24,8.0,,45.5,39.0,0.00G,0.4,0,5.33,8973.75,316.15,0.73,1.08,9.52,145.94,8500.23
334,71560,99999,2014-12-01,40.7,24,37.7,24,1010.1,24,1000.5,24,6.2,24,7.9,24,15.0,,47.5,37.9,0.02G,0.4,10000,4.83,10699.62,749.0,3.4,0.17,8.92,149.33,9788.71
335,71560,99999,2014-12-02,38.3,24,34.6,24,1014.1,24,1004.4,24,7.3,24,6.9,24,11.1,,39.7,36.9,0.00G,0.4,10000,3.5,11367.73,877.02,1.31,0.4,9.0,141.4,10338.44
336,71560,99999,2014-12-03,37.1,24,33.9,24,1018.5,24,1008.7,24,4.7,24,7.2,24,9.9,,39.7,35.8,0.02G,,10000,2.83,11725.46,955.79,2.54,0.65,9.19,141.27,10615.88
337,71560,99999,2014-12-04,39.2,24,35.3,24,1015.1,24,1005.5,24,5.4,24,4.1,24,6.0,,41.4,36.1,0.00G,,10000,4.0,11588.15,948.06,0.92,0.96,8.77,149.96,10479.5
338,71560,99999,2014-12-05,41.0,24,37.0,24,1019.7,24,1010.0,24,9.0,24,3.5,24,6.0,,42.4,39.7,0.00G,,10000,5.0,11202.6,921.0,0.42,0.75,9.0,149.23,10121.98
339,71560,99999,2014-12-06,42.3,24,36.6,24,1025.9,24,1016.1,24,10.5,24,6.9,24,8.9,,46.8,39.0,0.00G,,0,5.72,10103.58,952.19,2.56,2.94,8.96,149.56,8987.35
340,71560,99999,2014-12-07,39.9,24,37.1,24,1024.4,24,1014.7,24,9.0,24,4.5,24,8.0,,45.0,33.3,0.00G,,10000,4.39,10246.25,699.73,4.58,1.54,8.83,155.19,9376.42
341,71560,99999,2014-12-08,40.7,24,36.8,24,1022.0,24,1012.3,24,11.5,24,5.0,24,8.9,,45.1,36.9,0.03G,,10000,4.83,11449.94,868.98,4.4,1.06,8.58,151.88,10415.17
342,71560,99999,2014-12-09,40.6,24,34.3,24,1029.8,24,1020.0,24,12.1,24,4.6,24,7.0,,45.3,37.8,0.04G,,0,4.78,11672.6,800.06,3.62,4.31,7.4,144.46,10712.65
343,71560,99999,2014-12-10,45.7,23,41.4,23,1022.1,23,1012.5,23,10.5,23,6.8,23,9.9,,51.3,40.1,0.02G,,10000,7.61,11259.98,850.29,9.98,1.21,7.1,151.29,10239.77
344,71560,99999,2014-12-11,46.3,24,40.6,24,1018.2,24,1008.7,24,12.4,24,8.6,24,14.0,,49.6,43.2,0.02G,,0,7.94,10968.88,849.73,13.21,1.46,7.73,152.46,9944.15
345,71560,99999,2014-12-12,49.0,24,45.7,24,1006.2,24,996.8,24,10.0,24,10.2,24,15.9,,53.2,46.0,0.01G,,10000,9.44,10502.44,859.29,17.56,0.65,8.02,155.5,9461.0
346,71560,99999,2014-12-13,40.6,24,39.0,24,1011.1,24,1001.4,24,7.8,24,5.6,24,8.9,,49.1,37.6,0.82G,,10000,4.78,9965.69,764.9,4.42,0.33,7.94,154.44,9033.46
347,71560,99999,2014-12-14,36.1,24,34.9,24,1018.3,24,1008.5,24,3.3,24,2.8,24,6.0,,39.4,34.5,0.26G,,100000,2.28,10290.15,711.88,0.58,2.25,8.0,154.71,9412.94
348,71560,99999,2014-12-15,38.8,24,37.2,24,1017.0,24,1007.3,24,5.1,24,5.1,24,9.9,,41.9,33.1,0.00G,,10000,3.78,11618.58,772.71,4.98,0.98,7.98,152.31,10679.56
349,71560,99999,2014-12-16,44.7,16,41.5,16,1015.8,16,1006.3,16,6.2,16,4.1,16,8.9,,48.9,41.4,0.06G,,10000,7.06,10944.29,715.31,1.08,2.83,8.17,141.67,10075.27
350,71560,99999,2014-12-17,49.0,8,46.4,8,1012.7,8,1003.2,8,7.9,8,6.8,8,12.0,,53.6,43.5,0.16G,,10000,9.44,10841.85,585.85,10.15,0.58,8.71,137.73,10099.02
351,71560,99999,2014-12-18,55.2,8,51.0,8,1018.4,8,1009.0,8,11.3,8,8.2,8,12.0,,59.0,53.2,0.25G,,0,12.89,10168.58,421.85,10.96,0.96,7.06,147.54,9580.38
352,71560,99999,2014-12-19,52.7,8,46.9,8,1021.2,8,1011.8,8,12.3,8,8.2,8,9.9,,54.9,49.3,0.00G,,10000,11.5,9969.12,337.46,12.62,0.42,3.31,155.17,9460.23
353,71560,99999,2014-12-20,47.6,8,38.9,8,1029.9,8,1020.3,8,12.4,8,6.3,8,8.9,,50.5,45.5,0.21G,,10000,8.67,9333.08,328.06,4.19,1.79,1.4,149.6,8848.08
354,71560,99999,2014-12-21,46.4,8,39.5,8,1034.0,8,1024.3,8,12.4,8,5.9,8,9.9,,48.4,44.1,0.01G,,0,8.0,9288.27,332.56,4.23,0.58,0.0,151.52,8799.1
355,71560,99999,2014-12-22,49.5,16,44.8,16,1028.5,16,1018.9,16,11.6,16,8.5,16,11.1,,51.1,46.8,0.00G,,0,9.72,10019.52,327.29,8.4,1.0,0.0,148.6,9534.21
356,71560,99999,2014-12-23,47.7,8,44.7,8,1025.6,8,1016.0,8,10.6,8,6.3,8,8.0,,50.0,44.8,0.00G,,0,8.72,9878.21,327.81,3.94,0.81,0.0,154.5,9390.92
357,71560,99999,2014-12-24,48.2,8,44.6,8,1023.2,8,1013.6,8,7.4,8,7.4,8,9.9,,53.1,43.9,0.00G,,10000,9.0,9618.27,326.06,10.02,1.04,1.33,151.65,9128.0
358,71560,99999,2014-12-25,45.3,8,38.9,8,1030.0,8,1020.3,8,12.4,8,4.3,8,6.0,,48.6,42.3,0.06G,,0,7.39,8644.92,328.67,3.31,2.6,2.42,152.81,8154.83
359,71560,99999,2014-12-26,39.9,8,36.5,8,1029.6,8,1019.8,8,11.0,8,4.3,8,11.1,,44.4,37.0,0.02G,,10000,4.39,10047.77,326.79,3.6,1.98,3.69,155.1,9556.5
360,71560,99999,2014-12-27,42.4,8,36.5,8,1005.0,8,995.5,8,12.0,8,13.5,8,18.1,,49.3,37.4,0.40G,,10000,5.78,9968.94,321.85,16.4,1.1,3.9,151.0,9474.29
361,71560,99999,2014-12-28,32.3,8,23.4,8,1022.1,8,1012.2,8,12.4,8,11.4,8,14.0,,41.4,28.8,0.03G,,0,0.17,10525.79,501.27,10.21,3.29,3.0,140.38,9867.25
362,71560,99999,2014-12-29,34.2,8,26.6,8,1039.1,8,1029.1,8,10.6,8,4.8,8,8.0,,41.2,26.8,0.00G,,10000,1.22,11835.46,857.42,3.31,3.08,3.0,137.08,10831.71
363,71560,99999,2014-12-30,40.1,8,32.9,8,1040.0,8,1030.1,8,9.7,8,4.9,8,7.0,,43.2,35.8,0.00G,,0,4.5,11211.65,684.58,0.96,3.02,3.56,149.19,10370.52
364,71560,99999,2014-12-31,41.2,8,31.5,8,1037.4,8,1027.6,8,10.9,8,2.4,8,2.9,,45.0,37.0,0.00G,,0,5.11,10737.94,881.0,0.04,3.27,4.73,156.04,9692.96
365,71560,99999,2015-01-01,36.2,8,29.6,8,1036.9,8,1027.0,8,7.6,8,3.4,8,6.0,,43.7,30.9,0.00G,,0,2.33,10071.06,393.08,2.77,4.27,5.52,125.75,9539.56
366,71560,99999,2015-01-02,43.4,8,36.3,8,1034.1,8,1024.3,8,9.2,8,5.5,8,8.0,,51.1,37.2,0.00G,,0,6.33,10528.29,320.94,7.0,1.4,5.25,130.04,10063.4
367,71560,99999,2015-01-03,45.5,8,43.0,8,1027.3,8,1017.6,8,6.4,8,8.4,8,14.0,,56.1,33.1,0.00G,,10000,7.5,9930.08,493.46,9.9,0.33,5.04,129.02,9292.0
368,71560,99999,2015-01-04,41.2,8,35.0,8,1035.4,8,1025.6,8,11.7,8,4.2,8,8.0,,55.0,36.0,0.19G,,0,5.11,9602.17,363.92,1.92,1.65,4.0,125.42,9104.81
369,71560,99999,2015-01-05,33.8,14,32.2,14,1031.8,14,1021.9,14,2.8,14,3.3,14,5.1,,38.8,30.7,0.00G,,100000,1.0,12011.62,715.46,0.31,0.81,3.98,128.5,11162.4
370,71560,99999,2015-01-06,35.0,24,33.1,24,1026.0,24,1016.2,24,4.2,24,3.5,24,6.0,,41.7,29.5,0.00G,,0,1.67,12423.65,843.65,0.88,0.81,4.96,127.56,11445.67
371,71560,99999,2015-01-07,37.6,24,36.5,24,1030.3,24,1020.5,24,2.8,24,3.9,24,6.0,,42.3,32.4,0.00G,,100000,3.11,12152.69,784.83,1.56,1.15,5.0,125.1,11234.88
372,71560,99999,2015-01-08,48.1,24,43.9,24,1028.5,24,1018.9,24,8.7,24,8.8,24,17.1,,52.3,40.3,0.00G,,10000,8.94,11196.81,685.83,12.33,0.62,4.96,124.94,10368.15
373,71560,99999,2015-01-09,52.6,24,47.9,24,1028.6,24,1019.1,24,11.3,24,9.4,24,14.0,,58.8,44.4,0.16G,,10000,11.44,10405.88,374.48,15.88,1.23,5.0,115.69,9893.79
374,71560,99999,2015-01-10,54.4,24,48.0,24,1022.8,24,1013.4,24,11.8,24,10.0,24,15.0,,58.8,47.1,0.01G,,10000,12.44,8790.96,307.62,15.1,1.06,5.65,118.48,8342.98
375,71560,99999,2015-01-11,44.8,24,35.4,24,1027.8,24,1018.1,24,12.4,24,6.9,24,9.9,,51.4,41.2,0.09G,,0,7.11,9156.92,280.6,9.12,4.15,4.71,119.85,8738.21
376,71560,99999,2015-01-12,45.7,24,38.9,24,1023.4,24,1013.8,24,12.4,24,10.2,24,14.0,,48.2,43.2,0.00G,,0,7.61,10651.83,595.56,15.4,1.79,3.31,121.4,9914.06
377,71560,99999,2015-01-13,48.3,24,42.8,24,1011.6,24,1002.2,24,11.8,24,10.7,24,17.1,,51.3,45.0,0.00G,,10000,9.06,10582.5,621.6,15.94,1.02,3.0,128.69,9812.25
378,71560,99999,2015-01-14,44.6,24,37.9,24,1014.1,24,1004.6,24,12.2,24,9.2,24,13.0,,48.4,41.7,0.08G,,10000,7.0,10779.4,302.08,14.44,2.85,3.0,119.31,10337.29
379,71560,99999,2015-01-15,49.2,24,41.7,24,1003.5,24,994.2,24,11.9,24,12.3,24,19.0,,52.3,43.7,0.06G,,10000,9.56,10560.92,311.77,15.83,0.98,2.79,127.9,10101.33
380,71560,99999,2015-01-16,43.8,24,38.7,24,1007.7,24,998.2,24,11.6,24,5.0,24,8.9,,47.8,42.1,0.05G,,10000,6.56,10531.04,624.21,1.83,2.73,1.83,132.42,9768.06
381,71560,99999,2015-01-17,38.9,24,34.0,24,1017.1,24,1007.4,24,9.8,24,4.5,24,7.0,,45.3,34.9,0.10G,,0,3.83,10148.94,731.65,2.83,3.19,0.0,126.81,9284.17
382,71560,99999,2015-01-18,38.0,24,32.2,24,1013.3,24,1003.6,24,10.7,24,5.3,24,8.0,,43.0,33.8,0.00G,,0,3.33,10136.73,481.77,3.6,4.27,0.0,130.02,9516.94
383,71560,99999,2015-01-19,37.5,24,31.3,24,1012.5,24,1002.8,24,11.3,24,5.0,24,8.0,,41.4,36.0,0.00G,,10000,3.06,11772.31,833.69,0.73,0.71,0.0,128.02,10809.17
384,71560,99999,2015-01-20,34.6,24,29.6,24,1012.9,24,1003.2,24,6.8,24,3.7,24,6.0,,38.8,30.7,0.00G,,0,1.44,12128.38,958.94,0.12,2.33,0.0,119.92,11047.06
385,71560,99999,2015-01-21,34.8,24,28.6,24,1009.1,24,999.4,24,10.3,24,4.8,24,7.0,,38.7,30.6,0.00G,,0,1.56,12355.12,959.65,1.88,2.19,0.0,122.02,11269.31
386,71560,99999,2015-01-22,33.1,24,28.0,24,1017.1,24,1007.3,24,4.0,24,6.4,24,8.9,,36.9,30.9,0.00G,,0,0.61,12651.35,970.0,2.75,2.38,0.0,126.96,11549.17
387,71560,99999,2015-01-23,32.5,24,26.8,24,1026.5,24,1016.5,24,3.0,24,5.2,24,8.0,,37.9,30.2,0.00G,,0,0.28,12632.35,993.06,0.85,3.25,0.0,128.17,11506.88
388,71560,99999,2015-01-24,37.6,24,31.2,24,1026.6,24,1016.7,24,8.2,24,7.4,24,14.0,,45.1,30.2,0.02G,,10000,3.11,11430.98,842.52,3.06,3.9,0.0,129.52,10451.83
389,71560,99999,2015-01-25,40.2,24,32.8,24,1032.6,24,1022.8,24,10.9,24,3.4,24,6.0,,44.8,34.2,0.07G,,10000,4.56,10857.29,839.1,1.73,2.81,0.04,129.96,9883.46
390,71560,99999,2015-01-26,45.4,24,41.2,24,1025.8,24,1016.1,24,9.5,24,6.6,24,11.1,,49.3,41.9,0.01G,,10000,7.44,11323.73,835.67,5.94,0.85,0.85,128.42,10351.83
391,71560,99999,2015-01-27,43.0,24,36.1,24,1027.7,24,1017.9,24,12.2,24,4.9,24,8.9,,49.5,40.6,0.03G,,0,6.11,11390.04,886.48,2.83,2.77,4.25,130.35,10363.31
392,71560,99999,2015-01-28,44.3,24,38.2,24,1013.8,24,1004.3,24,11.8,24,8.2,24,15.9,,49.1,41.7,0.00G,,10000,6.83,11261.23,894.98,9.73,1.06,4.69,132.81,10217.96
393,71560,99999,2015-01-29,41.1,24,35.9,24,991.5,24,982.1,24,11.1,24,8.4,24,15.0,,45.9,35.6,0.02G,,10000,5.06,11404.48,830.29,11.56,1.27,4.0,129.08,10428.19
394,71560,99999,2015-01-30,36.9,24,32.4,24,981.9,24,972.5,24,11.8,24,7.1,24,12.0,,42.1,33.8,0.22G,,11000,2.72,11860.38,865.46,11.75,1.65,1.83,120.38,10859.4
395,71560,99999,2015-01-31,38.4,24,33.8,24,985.7,24,976.3,24,11.3,24,6.0,24,9.9,,43.2,34.9,0.23G,,10000,3.56,10781.98,839.46,6.1,4.21,0.0,126.29,9805.92
396,71560,99999,2015-02-01,38.7,24,33.3,24,998.4,24,988.8,24,12.0,24,8.1,24,11.1,,40.1,36.7,0.11G,,10000,3.72,10614.06,807.81,9.17,1.58,0.0,117.29,9678.02
397,71560,99999,2015-02-02,37.0,24,28.1,24,1005.7,24,996.1,24,11.4,24,4.7,24,7.0,,39.9,33.1,0.05G,,10000,2.78,11902.94,1001.46,1.73,2.96,0.0,110.02,10786.56
398,71560,99999,2015-02-03,35.2,24,23.5,24,1005.6,24,995.9,24,12.4,24,4.6,24,8.0,,38.7,32.4,0.16G,,0,1.78,12220.46,1031.1,1.19,3.92,0.0,118.27,11065.69
399,71560,99999,2015-02-04,36.1,24,27.2,24,1015.1,24,1005.4,24,10.7,24,8.9,24,11.1,,40.5,32.4,0.00G,,0,2.28,12336.96,1116.96,7.92,6.5,0.0,114.92,11090.46
400,71560,99999,2015-02-05,34.7,24,25.8,24,1020.4,24,1010.5,24,11.4,24,10.4,24,13.0,,39.0,31.6,0.00G,,0,1.5,12412.62,1112.42,9.17,6.08,0.0,119.67,11165.15
401,71560,99999,2015-02-06,32.2,24,21.6,24,1022.0,24,1012.1,24,9.2,24,11.8,24,15.0,,35.2,29.7,0.00G,,0,0.11,12915.0,1581.1,16.27,6.33,0.0,123.48,11187.77
402,71560,99999,2015-02-07,35.4,24,22.6,24,1029.7,24,1019.8,24,9.8,24,9.9,24,13.0,,41.7,29.5,0.00G,,0,1.89,11806.56,1067.17,12.48,7.98,0.0,121.12,10597.73
403,71560,99999,2015-02-08,41.7,24,33.4,24,1034.2,24,1024.4,24,10.3,24,9.6,24,14.0,,46.2,37.2,0.00G,,10000,5.39,10681.42,997.42,8.79,3.67,0.0,129.15,9542.31
404,71560,99999,2015-02-09,37.7,24,33.0,24,1034.5,24,1024.6,24,6.1,24,4.4,24,7.0,,42.8,34.0,0.00G,,0,3.17,12129.54,1171.54,1.62,2.33,0.35,128.0,10825.71
405,71560,99999,2015-02-10,40.4,24,33.3,24,1031.2,24,1021.3,24,9.0,24,5.5,24,8.9,,44.4,35.2,0.00G,,0,4.67,11978.58,1021.17,2.94,2.21,1.0,124.79,10826.35
406,71560,99999,2015-02-11,41.2,24,32.8,24,1023.8,24,1014.1,24,8.7,24,4.7,24,8.0,,48.7,36.9,0.00G,,0,5.11,11432.88,929.83,3.06,7.81,2.0,127.54,10362.52
407,71560,99999,2015-02-12,37.2,24,32.0,24,1021.0,24,1011.2,24,3.1,24,2.5,24,5.1,,45.1,29.8,0.00G,,0,2.89,11783.67,946.79,0.29,5.79,3.29,127.25,10700.25
408,71560,99999,2015-02-13,44.2,24,37.1,24,1012.0,24,1002.5,24,7.6,24,8.3,24,15.9,,55.9,35.6,0.00G,,10000,6.78,11126.83,814.94,13.42,6.23,4.5,130.33,10157.48
409,71560,99999,2015-02-14,44.4,24,40.6,24,1004.0,24,994.5,24,11.0,24,5.7,24,8.9,,47.8,42.3,0.12G,,10000,6.89,9812.44,449.27,6.23,2.88,4.96,123.25,9226.17
410,71560,99999,2015-02-15,45.2,24,39.9,24,1011.1,24,1001.6,24,12.2,24,4.0,24,7.0,,49.1,42.3,0.16G,,0,7.33,9365.71,451.4,0.77,2.5,5.0,117.5,8788.65
411,71560,99999,2015-02-16,42.8,24,38.2,24,1019.0,24,1009.3,24,7.1,24,4.3,24,8.0,,47.8,39.7,0.00G,,0,6.0,10667.29,758.21,1.12,4.58,5.0,108.56,9789.96
412,71560,99999,2015-02-17,43.3,24,37.7,24,1033.4,24,1023.7,24,9.6,24,7.2,24,12.0,,45.7,39.6,0.00G,,10000,6.28,10933.81,851.92,3.77,1.21,5.17,106.19,9965.48
413,71560,99999,2015-02-18,38.9,24,34.7,24,1039.6,24,1029.7,24,3.9,24,3.3,24,7.0,,45.7,35.2,0.00G,,0,3.83,11283.81,1055.21,2.04,3.73,6.65,108.52,10107.65
414,71560,99999,2015-02-19,39.8,24,33.0,24,1029.4,24,1019.7,24,5.3,24,5.4,24,9.9,,45.9,33.8,0.00G,,0,4.33,11205.94,842.27,4.6,5.6,7.0,119.4,10227.04
415,71560,99999,2015-02-20,44.3,24,39.9,24,1010.8,24,1001.3,24,8.1,24,9.9,24,14.0,,47.1,41.0,0.02G,,10000,6.83,10865.33,856.0,16.4,1.6,7.21,125.9,9857.96
416,71560,99999,2015-02-21,39.7,24,34.6,24,1003.1,24,993.6,24,11.9,24,5.8,24,9.9,,45.3,35.6,0.39G,,10000,4.28,10098.48,453.08,4.71,3.79,6.29,127.81,9502.88
417,71560,99999,2015-02-22,40.2,24,31.8,24,1010.0,24,1000.4,24,11.7,24,5.9,24,11.1,,48.4,33.4,0.09G,,10000,4.56,9805.33,465.04,5.81,9.04,6.0,133.06,9186.4
418,71560,99999,2015-02-23,45.1,24,38.0,24,999.7,24,990.3,24,10.1,24,7.9,24,15.9,,54.7,39.0,0.29G,,10000,7.28,10509.88,905.83,11.65,4.96,5.38,127.46,9454.69
419,71560,99999,2015-02-24,41.9,24,34.3,24,1010.9,24,1001.3,24,12.2,24,7.0,24,11.1,,50.7,36.3,0.03G,,10000,5.5,10927.35,867.52,8.83,4.6,5.0,125.21,9916.0
420,71560,99999,2015-02-25,43.2,24,39.5,24,1019.0,24,1009.4,24,9.6,24,3.8,24,6.0,,47.3,38.1,0.01G,,10000,6.22,10924.88,1089.52,3.73,2.27,5.0,121.52,9702.88
421,71560,99999,2015-02-26,48.5,24,45.9,24,1016.3,24,1006.8,24,6.5,24,5.1,24,15.0,,53.1,44.2,0.02G,,10000,9.17,10338.06,860.06,4.52,1.88,5.0,126.81,9339.71
422,71560,99999,2015-02-27,44.0,24,30.3,24,1020.1,24,1010.5,24,12.2,24,8.2,24,13.0,,52.0,39.0,0.23G,,10000,6.67,10190.06,834.9,5.58,9.29,5.0,123.31,9212.12
423,71560,99999,2015-02-28,42.3,24,33.5,24,1017.6,24,1007.9,24,11.8,24,8.3,24,13.0,,50.9,34.0,0.00G,,10000,5.72,9833.58,437.75,7.96,6.85,4.44,128.38,9248.08
424,71560,99999,2015-03-01,50.8,24,43.4,24,1007.7,24,998.3,24,10.6,24,8.5,24,15.9,,54.7,45.1,0.15G,,10000,10.44,8837.62,405.75,11.25,4.19,4.0,129.77,8282.44
425,71560,99999,2015-03-02,46.6,24,34.4,24,1013.8,24,1004.3,24,12.4,24,8.7,24,15.9,,52.0,41.5,0.09G,,0,8.11,10052.85,658.21,12.25,7.77,4.0,120.35,9250.4
426,71560,99999,2015-03-03,43.9,23,34.9,23,1022.1,23,1012.5,23,12.1,23,6.2,23,11.1,,53.4,37.8,0.02G,,10000,6.61,10565.98,773.52,6.4,5.79,3.92,107.79,9668.98
427,71560,99999,2015-03-04,39.0,10,32.5,10,1027.7,10,1017.9,10,12.4,10,4.9,10,6.0,,44.8,37.2,0.04G,,0,3.89,10792.04,961.62,5.88,9.08,3.52,118.27,9693.62
428,71560,99999,2015-03-09,52.2,14,43.9,14,1026.5,14,1017.0,14,7.1,14,2.5,14,5.1,,55.9,47.7,0.00G,,0,11.22,9317.12,542.21,1.4,4.44,4.58,119.19,8645.4
429,71560,99999,2015-03-10,51.2,24,45.5,24,1028.8,24,1019.2,24,7.1,24,4.2,24,8.0,,53.8,48.2,0.00G,,0,10.67,9542.54,596.27,0.77,2.44,5.0,116.71,8821.35
430,71560,99999,2015-03-11,49.9,24,36.0,24,1028.8,24,1019.2,24,7.5,24,4.8,24,6.0,,58.5,43.0,0.00G,,0,9.94,9501.92,625.17,2.19,9.56,5.02,119.83,8739.85
431,71560,99999,2015-03-12,49.1,24,26.9,24,1026.3,24,1016.7,24,12.1,24,6.5,24,11.1,,59.9,39.4,0.00G,,0,9.5,9495.92,629.4,5.58,12.35,5.54,117.38,8725.48
432,71560,99999,2015-03-13,47.3,24,29.6,24,1020.8,24,1011.3,24,12.0,24,4.8,24,7.0,,54.5,39.7,0.00G,,0,8.5,9466.62,617.38,2.98,8.38,6.52,116.19,8715.31
433,71560,99999,2015-03-14,44.6,24,30.7,24,1023.9,24,1014.2,24,8.5,24,7.1,24,9.9,,51.6,39.4,0.00G,,0,7.0,9068.9,629.77,3.94,7.35,6.0,112.9,8309.23
