,STN,WBAN,Date,TEMP,COUNT_1,DEWP,COUNT_2,SLP,COUNT_3,STP,COUNT_4,VISIB,COUNT_5,WDSP,COUNT_6,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,Temp_C,Consommation,Thermique,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques
282,75630,99999,2014-10-19,63.9,24,58.7,24,1024.9,24,1019.2,24,13.0,24,1.1,24,2.9,,80.4,51.6,0.01G,,100000,17.72,3574.15,99.62,1.4,116.92,481.77,0.0,75.33,2799.33
283,75630,99999,2014-10-20,63.5,24,60.4,24,1021.4,24,1015.7,24,6.2,24,1.3,24,2.9,,74.8,55.4,0.01G,,100000,17.5,3951.62,543.21,0.04,110.46,925.25,-0.38,71.44,2301.83
284,75630,99999,2014-10-21,66.7,24,56.7,24,1017.1,24,1011.5,24,18.2,24,6.3,24,22.0,,77.7,55.8,0.01G,,100000,19.28,3995.5,749.06,9.6,97.62,1021.46,-0.25,70.54,2047.33
285,75630,99999,2014-10-22,54.8,24,35.9,24,1022.1,24,1016.3,24,27.1,24,21.5,24,28.9,,71.6,51.3,0.01G,,0,12.67,3955.48,1208.71,40.58,144.02,1021.62,0.0,69.0,1471.54
286,75630,99999,2014-10-23,55.0,24,39.9,24,1017.3,24,1011.5,24,24.3,24,25.8,24,35.0,,62.2,50.4,0.00G,,0,12.78,4097.04,1660.46,41.23,125.67,805.27,0.0,65.5,1398.92
287,75630,99999,2014-10-24,57.7,24,40.4,24,1015.5,24,1009.8,24,28.5,24,16.6,24,26.0,,66.6,51.3,0.00G,,0,14.28,4203.67,900.0,24.73,137.04,671.83,0.0,69.4,2400.62
288,75630,99999,2014-10-25,59.2,24,47.2,24,1018.6,24,1012.8,24,24.8,24,3.6,24,8.0,,74.1,43.5,0.00G,,0,15.11,3986.96,121.73,5.35,122.81,460.23,0.0,62.83,3214.19
289,75630,99999,2014-10-26,59.1,24,50.5,24,1022.6,24,1016.8,24,22.3,24,5.0,24,9.9,,70.5,46.6,0.00G,,0,15.06,3845.38,102.23,4.81,84.67,403.48,0.0,62.54,3187.65
290,75630,99999,2014-10-27,58.0,24,52.8,24,1023.2,24,1017.4,24,10.3,24,1.6,24,4.1,,69.6,45.1,0.00G,,0,14.44,4234.88,934.73,1.15,62.42,507.35,0.0,62.96,2666.35
291,75630,99999,2014-10-28,57.0,24,49.7,24,1020.1,24,1014.3,24,14.1,24,3.4,24,8.0,,69.4,45.5,0.00G,,0,13.89,4254.08,1381.96,6.35,95.52,475.21,-0.04,55.88,2239.17
292,75630,99999,2014-10-29,52.8,24,47.4,24,1019.5,24,1013.7,24,10.1,24,1.7,24,5.1,,68.2,41.5,0.01G,,0,11.56,4291.31,1369.46,0.75,120.62,647.29,0.0,50.29,2102.98
293,75630,99999,2014-10-30,50.7,24,44.5,24,1023.2,24,1017.3,24,9.4,24,1.0,24,2.9,,71.4,37.0,0.01G,,100000,10.39,4378.46,1326.46,0.56,123.58,656.83,0.0,63.15,2207.9
294,75630,99999,2014-10-31,52.3,24,47.5,24,1025.3,24,1019.4,24,5.2,24,1.4,24,2.9,,70.2,39.4,0.01G,,100000,11.28,4364.88,639.56,0.04,115.85,676.96,0.0,69.02,2863.54
295,75630,99999,2014-11-01,52.7,24,48.6,24,1024.9,24,1019.0,24,5.1,24,1.9,24,4.1,,69.3,41.7,0.01G,,100000,11.5,4131.69,203.38,0.15,119.62,426.96,0.0,74.44,3307.12
296,75630,99999,2014-11-02,58.8,24,50.1,24,1021.2,24,1015.4,24,18.7,24,3.6,24,8.0,,71.1,46.4,0.01G,,0,14.89,4051.04,190.58,3.0,108.81,391.88,0.0,73.56,3283.4
297,75630,99999,2014-11-03,62.6,24,54.8,24,1011.8,24,1006.1,24,28.9,24,14.4,24,19.0,,66.6,53.4,0.00G,,0,17.0,4459.33,1268.21,34.17,33.5,737.88,0.0,65.85,2319.75
298,75630,99999,2014-11-04,59.6,24,56.0,24,997.0,24,991.4,24,19.7,24,12.3,24,20.0,,65.7,48.9,0.34G,,10000,15.33,4595.27,1410.31,24.65,8.08,911.46,-0.02,49.67,2191.19
299,75630,99999,2014-11-05,50.2,24,42.7,24,1002.6,24,996.8,24,35.9,24,13.3,24,17.1,,58.5,47.8,1.42G,,0,10.11,4700.69,1410.12,23.77,26.79,943.06,-2.21,63.88,2235.19
300,75630,99999,2014-11-06,49.9,24,39.9,24,1009.8,24,1003.9,24,27.4,24,13.7,24,19.0,,58.3,37.9,0.00G,,0,9.94,4787.98,1479.12,27.15,115.23,1022.52,-10.62,71.71,2082.94
301,75630,99999,2014-11-07,46.3,24,39.6,24,1012.1,24,1006.3,24,14.9,24,2.2,24,6.0,,62.4,33.4,0.00G,,0,7.94,4848.85,700.46,3.42,118.4,1016.54,-13.81,73.83,2949.88
302,75630,99999,2014-11-08,50.8,24,43.3,24,1012.2,24,1006.4,24,21.1,24,2.7,24,7.0,,66.6,35.1,0.00G,,10000,10.44,4616.6,221.9,3.77,117.06,1087.17,-6.38,71.02,3122.15
303,75630,99999,2014-11-09,56.1,24,51.4,24,1008.1,24,1002.4,24,19.8,24,7.8,24,15.0,,60.8,50.2,0.00G,,10000,13.39,4580.29,194.46,11.0,10.83,1048.31,-32.94,67.0,3281.44
304,75630,99999,2014-11-10,54.6,24,52.5,24,1011.6,24,1005.9,24,12.5,24,2.2,24,4.1,,65.5,50.0,0.81G,,10000,12.56,4711.62,1055.21,0.23,35.06,1156.94,-10.62,65.31,2409.56
305,75630,99999,2014-11-11,57.4,24,55.5,24,1006.3,24,1000.6,24,26.2,24,6.1,24,8.9,,61.5,51.1,1.26G,,10000,14.11,4545.96,688.54,14.33,23.71,1227.79,-27.48,65.21,2553.77
306,75630,99999,2014-11-12,54.0,24,51.1,24,1005.4,24,999.6,24,27.6,24,5.4,24,11.1,,60.4,48.9,0.55G,,10000,12.22,4981.67,1032.98,5.15,30.98,1273.83,-6.35,63.12,2582.06
307,75630,99999,2014-11-13,51.3,24,46.2,24,1011.1,24,1005.3,24,29.1,24,3.4,24,8.9,,63.1,41.0,0.52G,,0,10.72,4984.85,1246.42,5.62,111.62,1280.38,-14.88,58.19,2297.52
308,75630,99999,2014-11-14,54.5,24,50.6,24,1008.5,24,1002.8,24,19.6,24,8.6,24,17.1,,64.2,39.0,0.00G,,110000,12.5,5098.08,921.75,23.79,22.96,1295.56,-9.56,70.06,2773.42
309,75630,99999,2014-11-15,51.2,24,49.7,24,1004.4,24,998.7,24,23.8,24,4.2,24,9.9,,62.1,42.3,0.76G,,110000,10.67,4732.1,243.27,5.83,17.88,1172.81,0.0,64.96,3227.35
310,75630,99999,2014-11-16,49.9,24,44.2,24,1007.4,24,1001.6,24,24.7,24,3.6,24,8.0,,61.3,39.2,0.00G,,110000,9.94,4660.33,222.48,0.44,93.94,1121.9,0.0,65.92,3155.73
311,75630,99999,2014-11-17,48.4,24,45.8,24,1005.9,24,1000.1,24,19.9,24,1.5,24,5.1,,58.3,38.7,0.17G,,10000,9.11,5148.69,850.38,3.17,44.02,1378.79,0.0,66.44,2805.92
312,75630,99999,2014-11-18,46.5,24,43.0,24,1010.8,24,1005.0,24,13.3,24,1.1,24,2.9,,61.2,36.9,0.05G,,100000,8.06,5230.06,978.44,1.9,82.46,1398.58,0.0,63.96,2704.73
313,75630,99999,2014-11-19,43.3,24,41.2,24,1018.1,24,1012.2,24,7.2,24,1.8,24,6.0,,60.3,34.3,0.00G,,100000,6.28,5257.9,1116.85,1.1,102.48,1299.17,-7.29,66.58,2679.08
314,75630,99999,2014-11-20,46.5,24,44.3,24,1023.4,24,1017.5,24,7.5,24,1.6,24,5.1,,54.5,34.5,0.00G,,100000,8.06,5300.1,1343.02,3.46,77.98,1277.79,-13.58,65.42,2545.9
315,75630,99999,2014-11-21,55.1,24,49.6,24,1021.8,24,1016.0,24,18.3,24,2.4,24,6.0,,63.7,50.0,0.00G,,0,12.83,5163.04,1207.65,2.98,75.25,1403.85,-9.4,67.88,2414.92
316,75630,99999,2014-11-22,59.3,24,52.8,24,1020.9,24,1015.2,24,23.4,24,4.0,24,8.9,,67.6,54.0,0.00G,,0,15.17,4701.02,255.38,9.12,52.58,1290.92,-3.19,68.54,3027.52
317,75630,99999,2014-11-23,58.9,24,52.8,24,1021.6,24,1015.9,24,16.5,24,2.7,24,9.9,,68.5,51.6,0.00G,,0,14.94,4360.92,228.62,0.77,65.79,1146.35,-18.94,66.85,2871.56
318,75630,99999,2014-11-24,55.8,23,53.7,23,1020.9,23,1015.1,23,5.1,23,1.4,23,2.9,,64.6,46.9,0.00G,,0,13.22,4632.29,1107.71,0.77,40.08,1286.65,-9.42,65.35,2141.02
319,75630,99999,2014-11-25,57.6,24,56.7,24,1017.8,24,1012.1,24,10.3,24,3.7,24,8.9,,61.3,53.2,0.52G,,10000,14.22,4771.62,1221.23,2.1,16.5,1372.4,-11.67,60.1,2110.83
320,75630,99999,2014-11-26,57.1,24,55.4,24,1012.7,24,1007.0,24,19.4,24,4.0,24,8.9,,61.7,54.9,1.96G,,10000,13.94,4803.35,1203.92,8.92,18.02,1295.35,-13.79,58.35,2232.33
321,75630,99999,2014-11-27,58.7,21,54.3,21,1007.4,21,1001.7,21,31.1,21,8.8,21,13.0,,64.9,54.3,1.02G,,10000,14.83,4817.98,801.92,17.67,35.02,1381.48,-13.79,56.79,2538.81
322,75630,99999,2014-11-28,62.6,24,52.0,24,1002.2,24,996.5,24,31.0,24,14.8,24,24.1,,67.3,55.2,0.38G,,10000,17.0,4837.1,245.31,34.52,29.02,1455.44,-12.75,60.62,3024.71
323,75630,99999,2014-11-29,61.0,24,50.5,24,1005.6,24,999.9,24,24.4,24,8.7,24,18.1,,68.5,51.8,0.01G,,10000,16.11,4527.04,251.42,22.29,22.06,1528.9,0.0,66.06,2636.17
324,75630,99999,2014-11-30,51.7,24,49.5,24,1004.7,24,999.0,24,12.7,24,6.7,24,12.0,,55.8,49.8,0.51G,,10000,10.94,4403.96,228.96,15.1,11.62,1432.33,0.0,67.42,2648.54
325,75630,99999,2014-12-01,46.3,24,42.2,24,1002.0,24,996.2,24,18.2,24,10.1,24,15.0,,54.3,43.9,0.39G,,10000,7.94,4951.75,1054.12,14.69,20.88,1412.85,0.0,58.33,2390.77
326,75630,99999,2014-12-02,44.9,24,38.1,24,1006.5,24,1000.6,24,31.5,24,13.8,24,18.1,,50.5,42.1,0.26G,,10000,7.17,5068.1,1288.44,26.71,65.19,1351.9,0.0,62.67,2273.27
327,75630,99999,2014-12-03,43.9,24,37.9,24,1010.6,24,1004.8,24,27.9,24,8.8,24,13.0,,48.0,40.5,0.00G,,0,6.61,5237.56,1656.94,19.46,40.69,1443.48,0.0,65.58,2011.44
328,75630,99999,2014-12-04,45.4,24,43.5,24,1012.3,24,1006.4,24,7.7,24,1.8,24,5.1,,47.7,40.5,0.00G,,10000,7.44,5288.85,1812.35,1.33,16.79,1394.71,0.0,66.46,1997.08
329,75630,99999,2014-12-05,46.5,24,41.4,24,1014.1,24,1008.2,24,19.6,24,13.2,24,20.0,,48.0,45.1,0.19G,,10000,8.06,5359.77,1921.15,29.48,22.94,1462.4,-0.12,67.23,1856.85
330,75630,99999,2014-12-06,44.1,24,36.5,24,1015.0,24,1009.1,24,23.5,24,19.8,24,24.1,,46.9,43.2,0.01G,,10000,6.72,5487.98,1661.15,37.17,17.38,1329.77,0.0,69.67,2372.83
331,75630,99999,2014-12-07,45.2,24,36.8,24,1018.6,24,1012.7,24,16.8,24,22.3,24,29.9,,49.5,42.6,0.00G,,0,7.33,5364.44,1090.33,39.67,83.79,1258.15,0.0,63.27,2829.23
332,75630,99999,2014-12-08,45.5,24,36.0,24,1020.1,24,1014.2,24,35.5,24,12.7,24,25.1,,50.0,42.1,0.00G,,0,7.5,5763.77,1645.27,24.35,53.83,1392.04,0.0,67.58,2580.65
333,75630,99999,2014-12-09,43.3,24,30.9,24,1019.6,24,1013.6,24,25.5,24,27.5,24,34.0,,46.2,41.0,0.00G,,0,6.28,5951.94,1813.27,37.58,76.81,1376.77,0.0,65.38,2582.17
334,75630,99999,2014-12-10,43.7,23,30.6,23,1025.2,23,1019.2,23,25.3,23,13.6,23,22.0,,50.5,38.7,0.00G,,0,6.5,6169.92,1826.52,25.4,57.06,1362.83,0.0,68.38,2829.69
335,75630,99999,2014-12-11,47.2,24,36.9,24,1023.6,24,1017.7,24,32.9,24,10.3,24,18.1,,55.8,36.3,0.00G,,0,8.44,5942.04,1554.54,16.5,91.29,1430.21,0.0,69.0,2780.5
336,75630,99999,2014-12-12,43.2,24,38.1,24,1019.6,24,1013.7,24,16.2,24,3.3,24,9.9,,55.0,29.8,0.00G,,0,6.22,5955.4,1608.44,5.23,55.21,1468.23,-0.06,70.96,2747.65
337,75630,99999,2014-12-13,57.2,24,48.4,24,1016.4,24,1010.7,24,36.0,24,8.8,24,13.0,,63.1,40.6,0.00G,,0,14.0,5322.88,1467.6,24.58,33.04,1439.44,0.0,71.79,2286.52
338,75630,99999,2014-12-14,55.9,24,50.8,24,1017.9,24,1012.1,24,28.4,24,5.2,24,8.9,,61.2,47.3,0.00G,,0,13.28,5046.67,554.44,9.42,14.46,1313.98,0.0,71.85,3082.46
339,75630,99999,2014-12-15,51.7,24,48.6,24,1017.6,24,1011.7,24,12.1,24,2.3,24,6.0,,58.8,42.3,0.00G,,10000,10.94,5286.69,1539.79,1.81,41.02,1499.62,0.0,67.5,2136.85
340,75630,99999,2014-12-16,51.3,16,45.3,16,1012.5,16,1006.8,16,18.5,16,11.3,16,20.0,,57.9,49.5,0.02G,,10000,10.72,5395.27,1669.67,22.04,50.33,1745.06,0.0,58.38,1849.83
341,75630,99999,2014-12-17,47.2,8,40.1,8,1016.5,8,1010.7,8,26.1,8,12.9,8,22.9,,51.3,43.0,0.00G,,10000,8.44,5733.33,1304.02,19.21,28.58,1549.29,0.0,57.25,2775.12
342,75630,99999,2014-12-18,53.4,8,49.0,8,1020.9,8,1015.1,8,31.3,8,8.7,8,15.9,,63.0,41.2,0.11G,,0,11.89,5540.35,707.88,21.35,57.77,1669.6,-0.12,65.42,3018.35
343,75630,99999,2014-12-19,54.7,8,47.9,8,1024.7,8,1018.8,8,35.0,8,7.5,8,12.0,,64.2,45.1,0.00G,,0,12.61,5382.08,265.83,15.27,82.4,1625.9,0.0,69.69,3323.02
344,75630,99999,2014-12-20,50.4,8,42.7,8,1027.6,8,1021.6,8,34.6,8,9.5,8,24.1,,62.4,39.7,0.00G,,0,10.22,5156.17,242.52,18.54,74.04,1359.83,-14.88,65.54,3410.4
345,75630,99999,2014-12-21,47.4,8,35.4,8,1030.1,8,1024.1,8,31.3,8,19.4,8,31.1,,52.7,44.2,0.00G,,0,8.56,5231.9,249.6,32.48,86.81,1177.77,-10.62,67.94,3627.77
346,75630,99999,2014-12-22,40.8,16,34.3,16,1032.0,16,1025.9,16,15.3,16,1.5,16,5.1,,55.0,27.0,0.00G,,0,4.89,5667.08,260.92,2.79,84.21,1319.38,-12.75,69.88,3942.54
347,75630,99999,2014-12-23,39.2,8,35.6,8,1030.5,8,1024.4,8,4.6,8,2.0,8,8.0,,52.9,24.6,0.01G,,100000,4.0,5817.35,266.79,0.23,77.46,1424.54,-7.42,66.77,3988.96
348,75630,99999,2014-12-24,49.3,8,42.5,8,1028.1,8,1022.2,8,15.0,8,3.0,8,7.0,,57.2,41.4,0.01G,,0,9.61,5599.35,251.98,2.38,46.65,1232.46,-7.44,69.65,4003.73
349,75630,99999,2014-12-25,48.2,8,39.8,8,1026.0,8,1020.1,8,27.2,8,13.6,8,28.0,,58.5,34.0,0.00G,,0,9.0,5230.52,251.23,28.06,69.5,980.85,-36.1,71.56,3865.1
350,75630,99999,2014-12-26,44.4,8,32.5,8,1027.4,8,1021.4,8,32.1,8,18.1,8,27.0,,50.0,40.1,0.00G,,0,6.89,5662.06,251.31,33.71,84.21,1313.1,-4.23,69.79,3914.08
351,75630,99999,2014-12-27,38.8,8,34.5,8,1014.3,8,1008.4,8,14.7,8,4.0,8,9.9,,46.2,32.5,0.00G,,0,3.78,6015.65,250.56,10.08,5.0,1009.56,-7.62,70.21,4677.83
352,75630,99999,2014-12-28,37.4,8,31.7,8,1009.7,8,1003.8,8,18.5,8,15.3,8,27.0,,43.0,31.3,0.04G,,0,3.0,5997.54,246.25,27.79,76.27,1111.81,-6.38,71.17,4470.48
353,75630,99999,2014-12-29,33.8,8,19.8,8,1027.4,8,1021.2,8,18.7,8,22.3,8,28.0,,38.8,29.1,0.00G,,0,1.0,6562.21,980.12,37.23,85.98,1430.12,-4.25,69.15,3964.04
354,75630,99999,2014-12-30,36.9,8,25.7,8,1030.9,8,1024.8,8,22.4,8,22.6,8,28.0,,40.5,33.6,0.00G,,0,2.72,6750.96,1611.0,35.17,83.23,1547.33,0.0,66.35,3407.94
355,75630,99999,2014-12-31,39.3,8,27.5,8,1028.6,8,1022.6,8,17.3,8,19.9,8,27.0,,43.5,36.7,0.00F,,0,4.06,6700.65,1753.23,33.81,78.38,1429.52,0.0,68.98,3336.62
356,75630,99999,2015-01-01,38.6,8,29.3,8,1034.6,8,1028.5,8,9.7,8,6.2,8,12.0,,46.9,30.4,0.00G,,0,3.67,6113.96,367.29,7.52,85.56,1174.77,-6.38,69.12,4416.04
357,75630,99999,2015-01-02,41.0,8,25.9,8,1034.0,8,1027.9,8,15.8,8,7.4,8,18.1,,59.0,23.2,0.00G,,0,5.0,6206.52,918.65,14.33,81.62,1130.5,-8.5,68.06,4001.88
358,75630,99999,2015-01-03,53.3,8,43.9,8,1030.5,8,1024.7,8,34.6,8,10.4,8,14.0,,62.1,46.8,0.00G,,0,11.83,5753.9,330.08,19.92,74.81,1196.25,-3.19,70.04,4065.96
359,75630,99999,2015-01-04,54.2,8,43.8,8,1028.6,8,1022.8,8,32.2,8,16.1,8,26.0,,61.2,46.9,0.00G,,0,12.33,5284.81,581.38,29.1,92.92,857.02,-21.25,71.5,3674.17
360,75630,99999,2015-01-05,38.2,14,31.6,14,1029.9,14,1023.8,14,16.8,14,4.1,14,14.0,,53.1,26.6,0.00G,,0,3.44,5910.62,1709.81,9.54,90.9,1383.75,-11.69,67.58,2660.73
361,75630,99999,2015-01-06,33.3,24,28.4,24,1025.5,24,1019.4,24,6.6,24,1.6,24,4.1,,51.1,22.8,0.00G,,0,0.72,6207.98,1886.19,3.31,92.56,1654.96,-4.25,57.85,2517.33
362,75630,99999,2015-01-07,36.9,24,31.4,24,1029.7,24,1023.6,24,12.8,23,4.2,24,8.9,,53.1,24.3,0.01G,,0,2.72,6350.98,1822.67,8.33,86.06,1688.92,-9.56,56.71,2697.85
363,75630,99999,2015-01-08,37.4,24,32.6,24,1034.9,24,1028.8,24,7.8,23,1.6,24,5.1,,54.9,24.1,0.01G,,0,3.0,6370.29,1099.02,2.94,88.79,1596.94,-10.62,66.08,3527.21
364,75630,99999,2015-01-09,51.7,24,37.6,24,1036.1,24,1030.2,24,35.6,24,7.4,24,15.0,,62.1,33.3,0.01G,,0,10.94,6061.15,502.23,15.0,80.17,1544.52,-12.75,65.48,3866.42
365,75630,99999,2015-01-10,51.4,24,44.6,24,1028.4,24,1022.5,24,31.6,24,3.1,24,11.1,,68.9,39.0,0.00G,,0,10.78,5293.98,304.71,12.08,78.06,1066.5,-35.06,71.88,3796.04
366,75630,99999,2015-01-11,46.9,24,36.4,24,1026.7,24,1020.7,24,30.9,24,14.8,24,28.0,,55.2,38.8,0.00G,,0,8.28,5099.35,299.42,30.25,90.96,982.92,-17.0,71.52,3641.38
367,75630,99999,2015-01-12,40.3,24,29.7,24,1031.3,24,1025.3,24,23.6,24,3.6,24,17.1,,56.8,27.0,0.02G,,0,4.61,5789.58,595.17,8.48,100.04,1369.9,-5.31,68.19,3653.23
368,75630,99999,2015-01-13,45.2,24,38.4,24,1025.2,24,1019.3,24,20.8,24,6.5,24,13.0,,56.7,24.1,0.00G,,0,7.33,6023.69,591.02,17.46,32.5,1305.92,-11.69,68.08,4020.15
369,75630,99999,2015-01-14,48.6,24,40.3,24,1023.5,24,1017.6,24,24.2,24,3.7,24,11.1,,60.3,34.9,0.00G,,0,9.22,5789.12,571.85,3.19,77.71,1432.0,0.0,67.75,3636.67
370,75630,99999,2015-01-15,51.4,24,41.8,24,1016.7,24,1010.9,24,28.4,24,10.1,24,17.1,,60.4,33.4,0.00G,,0,10.78,5920.0,314.65,20.04,34.94,1435.48,0.0,66.88,4047.67
371,75630,99999,2015-01-16,54.1,24,48.0,24,1009.0,24,1003.3,24,18.3,24,12.5,24,19.0,,59.5,43.3,0.00G,,10000,12.28,5609.73,798.69,25.06,13.21,1550.69,0.0,64.25,3158.04
372,75630,99999,2015-01-17,42.7,24,36.6,24,1017.4,24,1011.5,24,33.8,24,7.3,24,14.0,,51.1,35.1,0.20F,,10000,5.94,5473.23,322.67,6.71,96.44,1313.15,-7.44,66.15,3675.56
373,75630,99999,2015-01-18,38.7,24,32.6,24,1016.0,24,1010.0,24,20.8,24,4.7,24,11.1,,51.6,24.3,0.00G,,10000,3.72,5806.67,317.08,8.35,79.46,1261.54,-12.75,69.04,4083.81
374,75630,99999,2015-01-19,44.3,24,43.0,24,1011.1,24,1005.2,24,12.3,24,4.1,24,9.9,,46.8,42.3,0.46G,,10000,6.83,6264.21,1580.5,4.1,19.42,1679.85,-9.58,68.06,2921.67
375,75630,99999,2015-01-20,40.2,24,39.5,24,1009.8,24,1003.9,24,10.0,24,5.0,24,8.0,,44.8,38.7,0.53G,,10000,4.56,6283.1,1843.5,3.21,23.58,1821.65,-0.21,68.42,2522.75
376,75630,99999,2015-01-21,39.0,24,38.3,24,1006.9,24,1001.0,24,4.7,24,4.6,24,8.0,,40.1,38.5,0.07G,,10000,3.89,6378.58,1882.35,5.33,16.77,1640.0,-11.92,67.21,2778.79
377,75630,99999,2015-01-22,41.2,24,37.7,24,1010.8,24,1004.9,24,9.4,24,8.0,24,21.0,,49.5,37.2,0.61G,,0,5.11,6256.44,1915.4,8.98,92.69,1791.17,-7.44,65.21,2390.71
378,75630,99999,2015-01-23,40.1,24,30.9,24,1013.8,24,1007.8,24,14.5,24,26.8,24,32.1,,42.8,38.5,0.00G,,0,4.5,6379.06,1902.73,43.56,108.65,1690.35,0.0,67.96,2565.77
379,75630,99999,2015-01-24,40.8,24,29.5,24,1017.2,24,1011.2,24,20.5,24,26.4,24,39.0,,47.1,38.7,0.00G,,0,4.89,6341.46,1212.08,39.33,85.81,1255.69,-3.19,63.04,3688.69
380,75630,99999,2015-01-25,40.6,24,28.1,24,1020.0,24,1014.0,24,27.2,24,29.6,24,35.9,,45.0,37.9,0.00G,,0,4.78,6188.54,1245.4,37.06,114.12,1149.19,-12.75,58.75,3596.77
381,75630,99999,2015-01-26,40.7,24,29.6,24,1024.6,24,1018.6,24,31.4,24,17.1,24,22.0,,46.9,37.4,0.00G,,0,4.83,6627.44,1799.98,32.4,60.6,1282.52,-7.44,56.75,3402.52
382,75630,99999,2015-01-27,43.3,24,33.8,24,1020.5,24,1014.6,24,32.2,24,19.8,24,28.9,,46.4,38.3,0.00G,,0,6.28,6627.0,1761.25,33.5,46.48,1354.69,-4.25,54.56,3380.65
383,75630,99999,2015-01-28,42.4,24,31.5,24,1019.5,24,1013.5,24,27.1,24,12.4,24,27.0,,50.9,35.1,0.00G,,0,5.78,6645.44,1709.33,22.44,100.02,1266.4,-6.38,55.79,3497.9
384,75630,99999,2015-01-29,43.4,24,38.6,24,1001.9,24,996.1,24,16.0,24,4.0,24,12.0,,52.2,34.2,0.00G,,10000,6.33,6539.56,1270.29,13.62,31.27,1332.5,-13.81,67.46,3838.08
385,75630,99999,2015-01-30,43.2,24,32.9,24,988.5,24,982.8,24,30.4,24,6.5,24,14.0,,51.3,35.1,0.10G,,100000,6.22,6345.19,1379.21,19.21,101.21,1367.4,-6.38,67.73,3416.92
386,75630,99999,2015-01-31,38.1,24,31.4,24,988.9,24,983.1,24,19.4,24,3.3,24,11.1,,51.1,27.3,0.00G,,0,3.39,6184.04,1143.4,6.75,102.94,1404.48,-5.31,66.48,3465.46
387,75630,99999,2015-02-01,37.8,24,29.8,24,999.3,24,993.4,24,26.2,24,6.9,24,15.9,,47.8,28.8,0.01G,,0,3.22,6179.0,836.42,15.62,104.58,1193.04,0.0,53.85,3975.4
388,75630,99999,2015-02-02,37.5,24,28.3,24,1005.6,24,999.7,24,28.5,24,7.5,24,15.0,,49.3,28.6,0.00G,,0,3.06,6643.6,1848.73,7.31,124.6,1689.06,0.0,52.98,2920.73
389,75630,99999,2015-02-03,31.5,24,28.8,24,1000.0,24,994.1,24,9.1,24,6.5,24,15.0,,39.6,23.5,0.00G,,11000,-0.28,6957.4,2125.79,12.65,30.25,1853.33,0.0,55.19,2880.23
390,75630,99999,2015-02-04,35.2,24,30.2,24,1000.7,24,994.8,24,9.5,24,16.1,24,28.9,,37.6,32.5,0.13G,,11000,1.78,6930.17,1912.35,27.27,10.17,1752.83,-3.19,70.42,3160.38
391,75630,99999,2015-02-05,34.0,24,24.9,24,1001.7,24,995.8,24,15.6,24,27.9,24,35.0,,36.7,32.9,0.13G,,1000,1.11,7087.04,1336.12,43.23,19.85,1719.77,0.0,68.85,3899.31
392,75630,99999,2015-02-06,35.1,24,25.6,24,1006.7,24,1000.7,24,9.1,24,18.4,24,24.1,,40.6,32.0,0.00G,,0,1.72,7233.75,1309.5,34.27,40.62,1714.1,0.0,66.38,4068.67
393,75630,99999,2015-02-07,37.3,24,25.3,24,1018.2,24,1012.2,24,6.2,24,12.6,24,17.1,,46.0,32.5,0.00G,,0,2.94,6652.44,1303.9,16.52,95.06,1468.29,0.0,71.19,3697.33
394,75630,99999,2015-02-08,38.5,24,24.4,24,1016.3,24,1010.3,24,13.9,24,28.2,24,42.9,,44.4,32.5,0.00G,,0,3.61,6437.56,1316.85,32.08,126.4,1260.71,-12.75,64.35,3649.96
395,75630,99999,2015-02-09,41.4,24,24.1,24,1024.3,24,1018.3,24,26.2,24,15.3,24,22.9,,50.5,34.3,0.00G,,0,5.22,6570.12,1316.88,21.21,129.88,1662.19,0.0,69.83,3370.21
396,75630,99999,2015-02-10,40.9,24,28.2,24,1023.9,24,1017.9,24,17.0,24,9.6,24,17.1,,53.1,26.6,0.00G,,0,4.94,6474.44,1322.29,15.15,135.44,1652.19,-6.38,70.15,3285.46
397,75630,99999,2015-02-11,36.9,24,30.9,24,1024.6,24,1018.6,24,4.8,24,1.6,24,5.1,,58.3,22.5,0.00G,,0,2.72,6287.56,1341.54,0.67,133.96,1606.94,-8.5,71.54,3141.46
398,75630,99999,2015-02-12,42.1,24,36.2,24,1022.5,24,1016.5,24,5.3,24,1.9,24,6.0,,59.2,26.1,0.00G,,100000,5.61,6177.71,1318.77,0.75,129.79,936.88,-1.06,71.6,3720.75
399,75630,99999,2015-02-13,49.0,24,44.3,24,1020.2,24,1014.3,24,14.7,24,4.5,24,9.9,,58.5,39.6,0.00G,,0,9.44,6148.54,1321.38,1.83,43.79,1334.42,-5.31,71.98,3380.31
400,75630,99999,2015-02-14,46.9,24,44.0,24,1012.9,24,1007.1,24,25.1,24,5.6,24,8.9,,51.6,42.6,0.07G,,10000,8.28,5983.25,860.56,2.15,25.94,1096.52,-8.5,77.23,3929.25
401,75630,99999,2015-02-15,45.1,24,42.5,24,1010.2,24,1004.3,24,18.8,24,6.2,24,8.9,,50.7,41.7,0.06G,,10000,7.28,5946.62,443.15,4.71,28.62,1143.44,-23.38,78.08,4272.0
402,75630,99999,2015-02-16,46.6,24,39.7,24,1015.6,24,1009.8,24,15.4,24,11.5,24,18.1,,54.7,41.7,0.67G,,10000,8.11,6176.35,1210.19,14.67,117.04,1415.19,-4.29,69.71,3353.71
