,STN,WBAN,Date,TEMP,COUNT_1,DEWP,COUNT_2,SLP,COUNT_3,STP,COUNT_4,VISIB,COUNT_5,WDSP,COUNT_6,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,Temp_C,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques
0,74910,99999,2014-01-01,41.9,24,35.7,24,,0,,0,9.0,18,5.2,24,13.0,,52.9,29.5,0.09G,,10000,5.5,7666.08,185.6,12069.12,159.54,30.0,2862.62,-1287.69,105.42,-6458.25
1,74910,99999,2014-01-02,44.9,24,39.3,24,,0,,0,6.1,24,7.5,24,13.0,25.1,50.0,34.3,0.06G,,10000,7.17,8297.5,182.79,12407.5,145.35,18.48,3914.75,-622.69,108.54,-7857.4
2,74910,99999,2014-01-03,43.7,24,39.3,24,,0,,0,6.6,24,7.5,24,15.0,,48.6,36.3,0.39G,,10000,6.5,8575.54,183.38,12749.17,115.42,7.65,3902.0,-567.75,109.58,-7924.23
3,74910,99999,2014-01-04,44.6,24,42.5,24,,0,,0,5.4,24,3.5,24,14.0,,47.3,37.4,0.67G,,10010,7.0,7971.33,181.81,12343.08,154.12,10.79,3926.6,-839.96,110.48,-7915.38
4,74910,99999,2014-01-05,37.1,24,35.2,24,,0,,0,5.0,24,2.5,24,8.0,,45.9,30.2,1.23G,,110000,2.83,7876.19,172.29,12640.21,120.58,34.75,3245.79,-1244.38,111.75,-7204.58
5,74910,99999,2014-01-06,36.6,24,33.3,24,,0,,0,5.8,14,3.2,24,7.0,,48.7,28.8,0.00G,,110000,2.56,8996.46,176.98,12847.38,133.83,28.71,3718.33,-574.6,107.75,-7441.81
6,74910,99999,2014-01-07,42.7,24,38.8,24,,0,,0,6.1,14,2.0,24,6.0,,55.6,33.8,0.00G,,10000,5.94,8731.42,181.94,12886.19,151.23,31.27,3890.98,-630.92,111.04,-7890.33
7,74910,99999,2014-01-08,42.9,24,38.8,24,,0,,0,6.6,16,2.2,24,7.0,,56.8,35.6,0.00G,,0,6.06,8486.19,178.54,13114.71,130.71,36.71,4240.15,-605.56,108.6,-8717.67
8,74910,99999,2014-01-09,41.0,24,38.0,24,,0,,0,4.0,15,1.2,24,4.1,,53.8,31.6,0.00G,,100000,5.0,8651.77,180.46,12972.17,147.77,24.42,4315.69,-595.44,111.21,-8504.46
9,74910,99999,2014-01-10,43.5,24,40.4,24,,0,,0,4.7,17,1.7,24,6.0,,53.6,35.6,0.00G,,100000,6.39,8506.62,182.21,13227.29,23.06,44.35,4716.85,-421.08,109.75,-9375.33
10,74910,99999,2014-01-11,40.2,24,38.1,24,,0,,0,3.4,24,1.8,24,6.0,,50.2,33.4,0.00G,,110000,4.56,7933.73,183.67,13027.19,70.17,17.17,3457.48,-739.08,113.69,-8196.6
11,74910,99999,2014-01-12,37.4,24,34.9,24,,0,,0,1.5,23,1.1,24,2.9,,53.6,28.6,0.00G,,100000,3.0,7794.56,184.23,12934.19,56.0,37.56,3031.02,-712.17,113.73,-7850.02
12,74910,99999,2014-01-13,35.9,24,35.2,24,,0,,0,1.9,24,1.3,24,4.1,,41.0,28.8,0.00G,,110000,2.17,9218.71,184.4,13018.96,51.62,5.77,3998.04,-396.33,109.83,-7753.67
13,74910,99999,2014-01-14,39.9,24,37.7,24,,0,,0,5.8,24,3.9,24,14.0,,43.9,34.7,1.23G,,10000,4.39,9472.35,259.08,13112.35,44.15,20.44,4379.67,-477.79,112.44,-7978.0
14,74910,99999,2014-01-15,37.0,24,34.5,24,,0,,0,4.0,24,2.6,24,8.0,,45.5,33.1,0.13G,,100000,2.78,9741.62,181.54,12478.77,67.21,26.58,4716.35,-418.69,113.92,-7424.1
15,74910,99999,2014-01-16,43.0,24,38.2,24,,0,,0,5.2,24,4.1,24,12.0,,51.8,34.7,0.00G,,10000,6.11,9442.15,181.85,12574.73,170.33,6.54,4387.88,-614.46,113.21,-7377.79
16,74910,99999,2014-01-17,41.5,24,39.4,24,,0,,0,4.8,24,1.7,24,4.1,,48.7,35.6,0.98G,,110000,5.28,9098.06,183.17,12996.19,77.88,47.1,4719.71,-455.4,103.83,-8574.52
17,74910,99999,2014-01-18,41.6,24,36.7,24,,0,,0,5.9,24,5.0,24,9.9,,44.6,35.4,0.10G,,0,5.33,8244.31,182.06,13183.15,228.1,20.17,3817.44,-722.19,106.1,-8570.52
18,74910,99999,2014-01-19,39.4,24,36.2,24,,0,,0,3.9,20,1.7,24,5.1,,44.8,33.1,0.00G,,10000,4.11,7865.38,183.79,12946.1,54.0,7.96,3589.0,-953.33,109.23,-8071.54
19,74910,99999,2014-01-20,41.0,24,39.0,24,,0,,0,3.3,24,0.9,24,4.1,,42.8,39.0,0.03G,,10000,5.0,9248.79,182.56,13284.83,65.4,11.96,4551.08,-478.83,104.19,-8472.17
20,74910,99999,2014-01-21,41.1,24,37.6,24,,0,,0,5.3,24,3.7,24,8.9,,44.6,38.5,0.17G,,110000,5.06,9644.23,178.65,13335.75,75.77,23.46,4923.73,-385.79,102.83,-8610.08
21,74910,99999,2014-01-22,39.7,24,35.5,24,,0,,0,4.7,23,2.2,24,7.0,,48.2,34.9,0.00G,,0,4.28,9722.17,185.0,13297.0,38.02,33.67,4863.33,-386.17,98.71,-8407.17
22,74910,99999,2014-01-23,40.5,24,37.8,24,,0,,0,5.2,24,1.4,24,4.1,,45.3,34.7,0.00G,,10000,4.72,9552.65,184.77,13223.52,69.35,27.9,5004.85,-376.25,99.04,-8680.54
23,74910,99999,2014-01-24,38.0,24,33.8,24,,0,,0,6.0,24,3.4,24,8.9,,42.4,28.4,0.24G,,10000,3.33,9725.9,185.58,12955.25,78.79,9.46,4724.94,-536.06,103.42,-7795.79
24,74910,99999,2014-01-25,35.1,24,28.0,24,,0,,0,7.5,21,3.3,24,8.0,,42.8,25.2,0.00G,,0,1.72,9144.08,185.25,12332.67,123.12,31.17,3757.77,-869.25,108.02,-6524.77
25,74910,99999,2014-01-26,41.4,24,34.9,24,,0,,0,6.1,22,5.8,24,17.1,,49.1,34.2,0.01G,,10000,5.22,8466.85,184.54,12925.08,152.08,23.96,3188.75,-1040.69,109.25,-7075.92
26,74910,99999,2014-01-27,41.7,24,33.2,24,,0,,0,6.4,24,4.8,24,20.0,46.0,50.4,29.8,0.49G,,10000,5.39,9386.73,183.77,12946.77,107.46,39.77,4625.06,-513.75,103.31,-8105.5
27,74910,99999,2014-01-28,36.5,24,30.3,24,,0,,0,4.2,22,3.6,24,7.0,,45.7,29.8,0.09G,,100000,2.5,9798.02,183.0,13325.67,93.94,33.92,4842.5,-473.85,97.5,-8304.81
28,74910,99999,2014-01-29,34.6,24,31.0,24,,0,,0,6.4,24,4.5,24,11.1,,39.2,26.6,0.00G,,10000,1.44,9915.19,187.12,12972.46,129.08,14.12,4942.21,-498.79,97.23,-7928.58
29,74910,99999,2014-01-30,35.8,24,31.9,24,,0,,0,4.3,24,3.3,24,8.0,,41.4,29.3,0.10G,,110000,2.11,9904.12,186.67,12387.19,30.23,15.67,4572.46,-244.17,103.1,-7147.27
30,74910,99999,2014-01-31,34.9,24,31.2,24,,0,,0,3.5,24,2.3,24,6.0,,45.3,28.2,0.00G,,100000,1.61,9671.4,252.31,12357.81,59.35,50.12,4605.23,-179.23,110.6,-7585.06
31,74910,99999,2014-02-01,35.1,24,31.1,24,,0,,0,5.4,24,1.6,24,8.0,,42.8,26.4,0.00G,,10000,1.72,8910.19,186.06,12474.19,147.38,6.83,3546.21,-602.85,111.42,-6959.15
32,74910,99999,2014-02-02,40.9,24,37.4,24,,0,,0,6.0,24,3.6,24,8.9,,43.5,37.4,0.21G,,10000,4.94,8380.67,186.27,12366.6,96.77,35.44,3587.85,-917.31,112.65,-7087.62
33,74910,99999,2014-02-03,41.4,24,34.8,24,,0,,0,8.1,23,2.9,24,8.9,,48.9,34.3,0.02G,,0,5.22,9283.96,183.65,12350.42,104.81,58.31,4573.38,-246.94,106.15,-7845.65
34,74910,99999,2014-02-04,39.8,24,36.1,24,,0,,0,4.7,24,2.2,24,7.0,,48.2,31.3,0.01G,,110000,4.33,9360.27,181.27,12340.88,95.75,48.62,4352.08,-273.33,109.23,-7493.9
35,74910,99999,2014-02-05,41.1,24,34.8,24,,0,,0,6.2,24,6.0,24,14.0,,50.7,30.2,0.00G,,10000,5.06,9565.75,183.77,12163.42,213.52,16.6,4671.6,-520.58,105.94,-7268.48
36,74910,99999,2014-02-06,43.8,24,33.6,24,,0,,0,7.1,18,9.4,24,15.9,,50.9,33.8,0.48G,,0,6.56,9465.71,185.48,11332.0,166.75,45.4,4114.58,-374.83,105.88,-6109.29
37,74910,99999,2014-02-07,45.0,24,38.3,24,,0,,0,6.6,24,9.4,24,25.1,41.0,61.7,37.4,0.03G,,10000,7.22,9242.85,183.92,12193.92,159.54,27.31,4456.42,-565.19,112.17,-7325.12
38,74910,99999,2014-02-08,42.1,24,36.1,24,,0,,0,6.5,24,10.3,24,15.9,35.0,48.2,35.6,1.51G,,10000,5.61,8626.96,186.65,11917.23,178.58,13.04,4100.12,-664.94,114.52,-7218.02
39,74910,99999,2014-02-09,44.8,24,31.4,24,,0,,0,8.2,24,7.1,24,13.0,19.0,51.8,37.4,0.61G,,10000,7.11,8068.52,187.5,12155.44,156.42,45.12,3737.73,-1200.38,110.88,-7124.31
40,74910,99999,2014-02-10,41.4,24,35.4,24,,0,,0,6.7,24,3.7,24,13.0,,45.3,36.7,0.01G,,10000,5.22,9137.02,204.83,12503.29,185.23,12.46,4721.04,-424.71,102.85,-8168.08
41,74910,99999,2014-02-11,39.6,24,35.9,24,,0,,0,6.5,24,2.4,24,7.0,,48.9,35.6,0.96G,,10000,4.22,9300.94,185.08,12538.02,87.92,55.42,4839.48,-322.44,109.27,-8192.04
42,74910,99999,2014-02-12,44.0,24,36.7,24,1013.3,4,984.7,4,6.9,24,5.2,24,15.0,,51.8,36.0,0.00G,,10000,6.67,9139.33,184.75,12505.08,100.29,70.48,4171.67,-279.15,107.12,-7720.9
43,74910,99999,2014-02-13,46.6,24,37.7,24,,0,,0,6.2,24,11.7,24,22.9,42.0,54.9,41.0,0.10G,,10010,8.11,9175.17,183.44,12319.23,185.02,27.46,5043.44,-406.56,112.44,-8289.5
44,74910,99999,2014-02-14,43.6,24,36.6,24,,0,,0,7.5,24,9.2,24,17.1,,48.4,35.4,0.74G,,10000,6.44,9196.81,185.77,12443.6,130.85,27.23,5133.62,-385.94,116.04,-8454.35
45,74910,99999,2014-02-15,46.1,24,40.4,24,,0,,0,5.8,24,4.6,24,17.1,22.9,66.2,37.2,0.00G,,10000,7.83,7950.33,182.06,11911.79,152.54,14.1,3923.6,-987.08,120.79,-7367.29
46,74910,99999,2014-02-16,42.1,24,38.5,24,,0,,0,7.4,24,7.7,24,14.0,,49.6,40.5,0.75G,,10000,5.61,7950.65,185.15,12193.12,29.06,25.02,3920.27,-1265.48,117.48,-7253.81
47,74910,99999,2014-02-17,40.0,24,35.5,24,,0,,0,6.9,24,2.1,24,5.1,,48.7,32.0,0.02G,,0,4.44,8993.62,184.56,12403.6,29.58,79.67,4563.25,-444.08,113.33,-7936.27
48,74910,99999,2014-02-18,39.7,24,34.5,24,,0,,0,4.4,18,1.3,24,2.9,,51.8,30.2,0.00G,,0,4.28,9207.54,184.56,12519.79,76.48,37.35,4705.62,-358.21,115.35,-8073.08
49,74910,99999,2014-02-19,43.3,24,38.1,24,,0,,0,6.1,24,1.9,24,7.0,,52.9,37.4,0.00G,,0,6.28,9079.73,185.56,12466.73,102.1,46.81,4593.73,-474.71,116.5,-7957.12
50,74910,99999,2014-02-20,44.4,24,36.9,24,,0,,0,6.4,22,1.7,24,7.0,,55.4,31.3,0.00G,,10000,6.89,8820.71,185.42,12428.98,56.25,54.67,4158.12,-432.85,119.5,-7749.42
51,74910,99999,2014-02-21,44.5,24,40.6,24,,0,,0,6.0,24,2.8,24,11.1,,48.4,39.2,0.19G,,10000,6.94,8810.56,185.94,12427.79,71.94,33.79,4629.58,-472.42,114.42,-8180.27
52,74910,99999,2014-02-22,43.7,24,36.6,24,,0,,0,4.8,24,2.6,24,9.9,,53.8,36.5,0.37G,,10000,6.5,8207.0,185.56,11520.35,78.06,60.62,3775.46,-644.52,119.96,-6888.35
53,74910,99999,2014-02-23,45.2,24,37.6,24,,0,,0,7.5,24,3.2,24,8.0,,56.3,33.6,0.01G,,0,7.33,7531.75,184.94,10985.31,54.42,84.1,3271.27,-1126.71,121.06,-6042.94
54,74910,99999,2014-02-24,41.8,24,34.0,24,,0,,0,5.6,18,1.5,24,5.1,,58.1,28.4,0.00G,,100000,5.44,8607.71,183.06,11486.35,224.88,75.19,4084.15,-560.35,104.02,-6989.35
55,74910,99999,2014-02-25,45.7,24,33.1,24,,0,,0,6.6,15,4.2,24,11.1,,58.1,32.0,0.00G,,10000,7.61,8889.6,182.25,11483.92,158.02,30.08,4249.29,-488.27,113.44,-6839.04
56,74910,99999,2014-02-26,40.9,24,38.2,24,,0,,0,5.2,24,2.1,24,6.0,,52.5,37.4,0.36G,,10000,4.94,9087.35,183.44,11545.54,50.79,24.29,4609.46,-312.67,113.81,-7127.56
57,74910,99999,2014-02-27,41.9,24,37.2,24,,0,,0,4.9,24,5.2,24,14.0,,48.2,37.4,0.62G,,10000,5.5,9401.79,185.6,11481.19,93.35,31.9,4581.31,-305.06,113.79,-6780.5
58,74910,99999,2014-02-28,41.0,24,37.5,24,,0,,0,5.9,24,8.5,24,15.0,21.0,44.6,36.7,0.31G,,10000,5.0,9415.65,185.08,11211.21,156.25,23.85,4965.92,-408.83,115.4,-6833.25
59,74910,99999,2014-03-01,41.5,24,35.4,24,,0,,0,6.8,24,5.5,24,13.0,,45.7,36.0,0.38G,,10000,5.28,8512.65,181.0,10578.27,115.52,41.5,4648.27,-258.85,113.94,-6906.73
60,74910,99999,2014-03-02,43.8,24,34.0,24,,0,,0,7.9,24,6.9,24,13.0,,52.0,39.2,0.02G,,0,6.56,7897.54,179.65,10545.38,112.69,76.65,3467.4,-874.62,109.75,-5719.19
61,74910,99999,2014-03-03,42.1,24,35.3,24,,0,,0,6.5,24,7.3,24,13.0,,46.4,38.5,0.38G,,11000,5.61,9012.56,179.23,10551.83,131.38,49.38,4728.1,-410.31,110.27,-6327.17
62,74910,99999,2014-03-04,40.8,24,37.4,24,,0,,0,6.4,24,1.3,24,6.0,,44.6,36.5,0.46G,,10000,4.89,9285.27,258.23,10573.69,146.15,37.71,4373.44,-154.19,111.33,-6061.31
63,74910,99999,2014-03-05,45.6,24,36.5,24,,0,,0,7.0,24,5.2,24,14.0,,53.6,40.1,0.10G,,0,7.56,9127.83,179.33,10543.83,163.92,81.58,4270.9,-223.08,114.25,-6002.75
64,74910,99999,2014-03-06,45.9,24,34.8,24,,0,,0,6.1,24,6.5,24,12.0,,55.4,35.6,0.00G,,0,7.72,9053.92,179.0,11271.83,121.81,98.23,4014.92,-194.19,115.79,-6553.44
65,74910,99999,2014-03-07,43.4,24,34.3,24,,0,,0,4.1,18,2.1,24,6.0,,59.0,29.5,0.00G,,100000,6.33,8770.77,178.73,11358.19,44.54,99.73,4568.1,-220.75,117.12,-7374.73
66,74910,99999,2014-03-08,45.3,24,35.9,24,,0,,0,4.5,21,2.4,24,6.0,,62.8,31.1,0.00G,,0,7.39,7673.52,178.98,10234.04,78.21,99.35,2936.85,-699.9,117.48,-5271.58
67,74910,99999,2014-03-09,45.3,24,37.0,24,,0,,0,4.6,22,1.3,24,5.1,,63.3,32.0,0.00G,,0,7.39,7067.08,176.88,9229.46,65.35,101.29,2187.04,-945.19,118.79,-3866.35
68,74910,99999,2014-03-10,46.1,24,37.1,24,,0,,0,5.5,19,1.8,24,6.0,,64.4,32.0,0.00G,,0,7.83,8040.31,175.08,10250.4,63.56,96.06,3425.44,-525.54,105.35,-5549.6
69,74910,99999,2014-03-11,45.9,24,37.7,24,,0,,0,4.1,24,2.7,24,8.0,,59.0,33.8,0.00G,,0,7.72,8318.9,176.35,10417.4,14.71,73.73,3632.29,-494.85,106.27,-5606.67
70,74910,99999,2014-03-12,45.6,24,37.5,24,,0,,0,4.1,24,1.4,24,4.1,,62.6,31.3,0.00G,,100000,7.56,8285.02,179.62,10434.5,15.69,92.27,3966.23,-419.73,113.44,-6096.92
71,74910,99999,2014-03-13,46.4,24,39.4,24,,0,,0,3.6,24,1.7,24,5.1,,61.2,32.7,0.00G,,100000,8.0,8171.98,179.27,10447.48,10.9,91.52,3944.56,-304.27,118.9,-6316.31
72,74910,99999,2014-03-14,47.8,24,40.3,24,,0,,0,2.9,24,1.4,24,6.0,,64.4,33.4,0.00G,,100000,8.78,7868.81,177.48,10444.58,25.44,95.44,3830.56,-298.12,109.79,-6516.25
73,74910,99999,2014-03-15,48.7,24,40.2,24,,0,,0,3.0,24,5.4,24,18.1,,63.7,35.2,0.00G,,0,9.28,7270.92,177.21,10311.31,144.58,61.33,2716.62,-960.69,109.1,-5288.48
74,74910,99999,2014-03-16,52.7,24,40.7,24,,0,,0,7.2,15,4.7,24,12.0,,66.2,41.0,0.00G,,0,11.5,6735.94,174.54,10213.1,151.71,94.52,2092.46,-1363.17,106.15,-4733.52
75,74910,99999,2014-03-17,49.7,24,41.1,24,,0,,0,6.3,14,2.0,24,5.1,,68.0,34.9,0.00G,,100000,9.83,7637.73,174.27,11272.52,60.67,104.42,3467.54,-255.94,104.1,-7290.0
76,74910,99999,2014-03-18,53.6,24,40.9,24,,0,,0,6.9,14,3.9,24,17.1,,72.5,36.5,0.00G,,0,12.0,7696.56,172.69,11357.35,61.52,93.31,3780.83,-295.46,111.67,-7585.27
77,74910,99999,2014-03-19,55.0,24,39.9,24,,0,,0,6.5,22,6.8,24,11.1,,64.9,46.4,0.00G,,0,12.78,7716.73,177.54,11239.56,133.0,103.9,3814.75,-426.21,116.73,-7442.6
78,74910,99999,2014-03-20,52.1,24,40.0,24,,0,,0,7.8,14,1.5,24,4.1,,69.1,36.7,0.00G,,0,11.17,7741.15,173.06,11343.31,168.52,101.58,3965.0,-711.4,112.5,-7411.71
79,74910,99999,2014-03-21,54.6,24,45.3,24,,0,,0,5.5,24,3.8,24,12.0,,67.1,41.4,0.00G,,100000,12.56,7490.12,173.69,11075.25,151.96,59.04,3947.9,-476.33,119.62,-7561.06
80,74910,99999,2014-03-22,48.4,24,44.4,24,,0,,0,5.3,24,4.2,24,15.0,,58.8,42.8,0.00G,,10000,9.11,7181.23,174.65,10242.83,143.25,25.58,3851.0,-742.56,116.04,-6629.71
81,74910,99999,2014-03-23,43.1,24,37.2,24,,0,,0,6.2,24,5.9,24,13.0,,48.2,40.3,1.41G,,10110,6.17,7318.42,173.77,10177.23,130.81,66.33,3756.67,-1062.46,102.62,-6026.83
82,74910,99999,2014-03-24,40.7,24,35.2,24,,0,,0,6.8,24,3.2,24,14.0,,48.2,33.8,0.16G,,10000,4.83,8424.79,287.4,9775.52,55.98,73.62,4415.56,-401.33,99.21,-5881.56
83,74910,99999,2014-03-25,41.4,24,33.3,24,,0,,0,6.1,24,1.9,24,6.0,,50.0,32.5,0.07G,,10000,5.22,8647.52,180.15,9425.02,40.12,55.29,4196.77,-251.69,94.88,-5092.94
84,74910,99999,2014-03-26,42.9,24,34.8,24,,0,,0,6.9,24,4.5,24,12.0,,53.6,32.5,0.00G,,10000,6.06,8511.17,180.23,9421.4,57.85,74.12,4072.6,-118.9,94.06,-5270.08
85,74910,99999,2014-03-27,44.5,24,35.7,24,,0,,0,5.4,24,1.7,24,5.1,,55.4,33.6,0.01G,,0,6.94,8428.44,247.81,9425.21,38.75,101.48,4156.98,-58.96,93.73,-5576.15
86,74910,99999,2014-03-28,47.1,24,36.6,24,,0,,0,5.7,20,1.8,24,6.0,,62.8,32.9,0.00G,,0,8.39,8168.12,254.98,9398.21,80.96,116.52,3918.21,-45.58,112.52,-5667.65
87,74910,99999,2014-03-29,50.6,24,38.7,24,,0,,0,6.6,13,1.9,24,5.1,,66.6,35.2,0.00G,,0,10.33,7166.44,176.31,9706.98,194.83,76.96,3116.83,-585.65,113.52,-5633.35
88,74910,99999,2014-03-30,54.1,24,41.7,24,,0,,0,6.6,13,1.4,24,6.0,,67.6,43.7,0.00G,,0,12.28,6566.96,176.08,9842.54,128.56,50.73,2565.77,-885.33,109.77,-5421.27
89,74910,99999,2014-03-31,54.5,24,43.8,24,,0,,0,6.5,19,2.2,24,6.0,,68.0,40.5,0.00G,,0,12.5,7484.5,176.1,10138.6,85.81,87.44,3721.4,-373.29,98.21,-6449.46
90,74910,99999,2014-04-01,53.7,24,45.0,24,,0,,0,8.0,17,2.5,24,8.0,,68.9,41.0,0.00G,,0,12.06,7644.77,66.21,10309.62,105.54,105.04,3684.12,-294.58,78.02,-6409.25
91,74910,99999,2014-04-02,54.6,24,46.5,24,1010.4,4,982.5,4,6.6,19,2.2,24,7.0,,68.0,41.0,0.00G,,0,12.56,7590.81,46.92,10228.4,196.0,85.27,3708.46,-376.58,78.31,-6376.19
92,74910,99999,2014-04-03,54.0,24,48.1,24,,0,,0,6.8,14,0.5,24,2.9,,60.8,48.2,0.00G,,0,12.22,7625.46,55.1,9716.9,127.5,23.62,3738.4,-337.1,77.9,-5776.92
93,74910,99999,2014-04-04,59.1,24,47.0,24,,0,,0,6.2,21,7.2,24,15.0,,68.5,50.7,0.00G,,10000,15.06,7523.67,31.35,10180.48,82.52,50.6,3774.54,-366.52,77.9,-6307.17
94,74910,99999,2014-04-05,57.9,24,48.5,24,,0,,0,7.4,24,4.3,24,9.9,,64.2,51.8,0.00G,,0,14.39,6751.46,31.46,9301.73,120.19,61.31,2756.35,-527.25,71.1,-5063.08
95,74910,99999,2014-04-06,57.3,24,47.3,24,,0,,0,6.4,24,4.1,24,8.9,,69.8,48.2,0.00G,,0,14.06,6316.96,31.46,8868.02,75.56,102.0,2525.94,-1115.94,65.88,-4235.65
96,74910,99999,2014-04-07,58.5,24,46.4,24,,0,,0,6.7,13,3.1,24,13.0,,74.1,40.8,0.00G,,0,14.72,7176.38,31.62,8393.19,73.56,107.52,3313.75,-307.88,62.46,-4497.94
97,74910,99999,2014-04-08,56.8,24,47.5,24,,0,,0,7.1,24,4.7,24,13.0,24.1,70.2,50.0,0.40G,,10000,13.78,7336.29,31.27,8378.48,67.65,79.56,3343.0,-452.08,60.88,-4172.48
98,74910,99999,2014-04-09,52.7,24,38.7,24,,0,,0,8.3,18,5.1,24,11.1,,66.2,37.4,0.30G,,0,11.5,7477.23,31.25,9206.71,117.15,129.38,3627.35,-250.96,56.96,-5440.44
99,74910,99999,2014-04-10,52.9,24,39.5,24,,0,,0,10.0,13,3.0,24,7.0,,70.7,37.2,0.00G,,0,11.61,7416.25,31.46,9356.0,34.96,128.21,3646.9,-246.6,61.29,-5595.6
100,74910,99999,2014-04-11,56.6,24,44.0,24,,0,,0,9.0,18,1.5,24,5.1,,77.0,38.7,0.00G,,0,13.67,7160.79,31.54,9353.27,15.15,101.0,3585.08,-227.17,64.06,-5762.04
101,74910,99999,2014-04-12,57.9,24,47.0,24,,0,,0,7.7,21,3.3,24,8.9,,73.9,43.7,0.00G,,0,14.39,6292.0,31.42,9019.6,24.17,109.27,3173.48,-386.15,67.85,-5747.33
102,74910,99999,2014-04-13,58.0,24,44.9,24,,0,,0,6.7,23,3.9,24,11.1,,70.7,46.4,0.00G,,0,14.44,5911.27,31.5,8909.42,93.71,117.85,2854.27,-796.77,66.19,-5364.54
103,74910,99999,2014-04-14,55.5,24,42.9,24,,0,,0,6.5,18,4.2,24,13.0,,69.8,39.2,0.00G,,0,13.06,7031.69,31.35,9370.5,98.94,121.73,3540.67,-407.12,64.79,-5788.73
104,74910,99999,2014-04-15,55.0,24,31.7,24,,0,,0,9.3,16,12.5,24,17.1,26.0,63.5,47.7,0.00G,,0,12.78,7367.69,80.12,9403.58,184.58,130.21,3366.75,-312.06,63.9,-5549.5
105,74910,99999,2014-04-16,51.9,24,31.6,24,1022.1,4,993.7,4,11.7,16,11.2,24,17.1,,60.8,42.1,0.00G,,0,11.06,7551.4,30.77,9414.98,89.02,126.9,3278.33,-247.02,63.19,-5204.81
106,74910,99999,2014-04-17,50.8,24,35.4,24,1017.4,8,989.2,8,19.3,12,3.3,23,9.9,,66.6,35.6,0.00G,,0,10.44,7513.75,31.27,9364.71,27.04,126.75,3186.29,-234.25,60.62,-5048.73
107,74910,99999,2014-04-18,48.7,24,40.2,24,1016.3,5,987.5,5,8.0,19,4.6,24,18.1,,59.0,37.4,0.00G,,10000,9.28,7601.83,31.02,8817.33,88.4,58.71,3362.19,-353.15,56.27,-4458.44
108,74910,99999,2014-04-19,46.8,24,35.0,24,,0,,0,7.5,24,9.4,24,17.1,,55.9,38.5,0.00G,,0,8.22,6947.04,30.9,8473.21,131.9,97.33,2914.88,-282.81,56.44,-4474.44
109,74910,99999,2014-04-20,47.8,24,40.6,24,,0,,0,6.3,19,1.9,24,5.1,,59.9,32.0,0.00G,,10000,8.78,6615.58,30.56,9329.1,45.0,51.1,2088.54,-838.25,65.46,-4155.73
110,74910,99999,2014-04-21,52.7,24,48.6,24,,0,,0,5.6,24,1.8,24,5.1,,60.8,47.7,0.23G,,10000,11.5,6546.02,31.21,9349.73,19.1,57.94,1705.92,-734.21,63.08,-3946.29
111,74910,99999,2014-04-22,57.2,24,48.2,24,,0,,0,6.7,24,2.0,24,6.0,,68.7,44.6,0.01G,,0,14.0,7405.88,31.17,9384.25,10.6,73.79,3064.15,-327.77,63.29,-4893.79
112,74910,99999,2014-04-23,59.8,24,50.4,24,,0,,0,8.1,24,2.8,24,7.0,,72.7,51.1,0.01G,,10000,15.44,7314.94,31.29,9375.15,17.15,114.58,3309.83,-153.12,62.75,-5442.65
113,74910,99999,2014-04-24,57.9,24,50.3,23,,0,,0,8.4,24,2.2,24,6.0,,72.1,41.0,0.00G,,0,14.39,7134.92,31.38,9311.04,28.25,109.1,3282.46,-218.38,70.96,-5479.56
114,74910,99999,2014-04-25,56.0,24,51.1,24,1013.2,4,985.5,4,6.9,23,1.7,24,6.0,,64.9,37.4,0.00G,,10000,13.33,7077.52,31.23,9300.08,78.27,49.42,3202.15,-289.5,74.04,-5368.58
115,74910,99999,2014-04-26,56.9,24,49.5,24,,0,,0,6.0,24,4.0,24,15.0,26.0,66.6,46.4,0.29G,,10000,13.83,6295.6,31.31,9178.19,51.79,83.31,2445.56,-759.23,78.06,-4813.48
116,74910,99999,2014-04-27,52.4,24,44.0,24,,0,,0,8.9,24,4.2,24,11.1,,60.1,37.4,0.30G,,10000,11.33,6076.29,31.19,8407.33,118.85,81.19,2318.25,-946.48,83.62,-4017.54
117,74910,99999,2014-04-28,51.0,24,45.9,24,,0,,0,6.5,24,1.9,24,9.9,,57.2,45.7,0.13G,,110000,10.56,7169.08,31.02,8632.52,92.4,81.5,3035.35,-363.81,82.4,-4422.35
118,74910,99999,2014-04-29,54.0,24,46.7,24,,0,,0,6.9,24,3.7,24,9.9,,63.3,45.3,0.04G,,10000,12.22,7265.54,31.21,9343.27,89.52,91.4,3454.35,-236.94,79.21,-5586.48
119,74910,99999,2014-04-30,52.4,24,46.2,24,,0,,0,5.9,24,3.3,24,12.0,,59.7,46.4,0.40G,,10000,11.33,7235.5,31.02,9346.4,100.46,56.6,3720.69,-117.1,82.0,-5984.94
120,74910,99999,2014-05-01,51.4,24,48.0,22,,0,,0,6.5,24,3.8,24,12.0,,62.1,33.8,0.02G,,10000,10.78,5963.98,29.21,9018.83,77.29,85.75,2696.81,-1068.83,85.17,-4960.23
